Year,Country,Rent Index,Cost of Living Rank,Cost of Living Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2009.01,Ireland,85.85,1,126.05,110.11,154.51,131.56,59.8
2009.01,Netherlands,71.86,2,123.76,103.17,90.11,108.51,41.55
2009.01,France,77.74,3,120.92,103.79,115.38,118.28,45.46
2009.01,Belgium,78.77,4,117.53,102.16,110.88,107.56,55.58
2009.01,Sweden,33.33,5,112.54,81.12,98.95,85.25,62.79
2009.01,Austria,65.99,6,110.39,92.78,97.71,84.8,54.37
2009.01,Germany,39.96,7,109.85,82.12,92.6,89.25,74
2009.01,Israel,58.82,8,106.8,87.77,110.47,67.16,42.46
2009.01,Italy,77.87,9,105.76,94.7,99.07,101.99,41.78
2009.01,South Korea,34.72,10,102.07,75.35,149.99,102.74,38.46
2009.01,United Kingdom,71.82,11,100.21,88.95,93.27,97.18,66.35
2009.01,United States,58.01,12,91.68,78.33,83.66,80.22,97.97
2009.01,Portugal,36.41,13,88.96,68.12,51.06,60.34,41.2
2009.01,Australia,48.19,14,83.34,69.4,98.87,76.74,120.04
2009.01,Canada,61.49,15,82.27,74.03,99.73,65.05,74.74
2009.01,Chile,22.06,16,79.86,56.93,55.43,40.81,40.4
2009.01,Greece,36.97,17,77.4,61.36,74.5,78.06,38.26
2009.01,Singapore,107.56,18,74.66,87.71,110.78,91.09,56.13
2009.01,Hong Kong,56.21,19,74.5,67.25,95.14,88.66,45.78
2009.01,Czech Republic,46.15,20,74.18,63.06,63.76,54.65,33
2009.01,Brazil,37.24,21,70.46,57.28,73.55,51.76,47.06
2009.01,Latvia,43.53,22,68.8,58.77,37.87,49.32,22.19
2009.01,Jordan,19.69,23,66.43,47.89,88.69,62.05,15.89
2009.01,South Africa,44.64,24,64.74,56.77,53.34,40.79,54.23
2009.01,Serbia,29.33,25,62.67,49.44,51.6,60.36,25.12
2009.01,Hungary,28.81,26,62.05,48.87,50.34,43.26,32.03
2009.01,Colombia,19.85,27,58.52,43.18,60.98,44.27,28.44
2009.01,Bahrain,82.35,28,58.01,67.67,70.11,67.2,48.96
2009.01,Mexico,22.39,29,54.16,41.56,39.96,48.66,42.91
2009.01,Poland,34.76,30,53.51,46.07,40.69,44.58,26.9
2009.01,Bosnia And Herzegovina,13.06,31,49.63,35.12,58.76,35.99,18.57
2009.01,Bolivia,21.76,32,46.72,36.82,27.09,37.16,32.47
2009.01,China,25.07,33,43.47,36.17,58.35,35.17,35.04
2009.01,Thailand,24.49,34,39.85,33.76,53.3,25.32,33.42
2009.01,India,10.52,35,38.48,27.39,34.02,29.53,41.43
2009.01,Ukraine,28.76,36,35.74,32.97,27.19,37.07,30.33
2010.01,Norway,71.58,1,161.3,121.2,169.83,162.61,69.06
2010.01,Denmark,83.47,2,138.91,114.13,116.6,159.09,74.09
2010.01,Netherlands,61.66,3,123.64,95.94,78.44,114.49,68.55
2010.01,France,67.23,4,123.49,98.35,101,132.86,70.52
2010.01,Switzerland,92.37,5,121.42,108.44,132.22,117.7,137.93
2010.01,Belgium,71.15,6,120,98.17,109.41,110.93,88.32
2010.01,Ireland,71.1,7,119.76,98.02,148.01,118.07,99.42
2010.01,Italy,63.7,8,115.41,92.3,94.49,113.34,50.98
2010.01,Finland,50.67,9,111.13,84.11,100.2,108.14,106.55
2010.01,United Kingdom,65.2,10,107.4,88.54,94.4,96.91,87.63
2010.01,Austria,59.6,11,107.28,85.97,96.41,87.46,89.59
2010.01,Germany,38.37,12,105.53,75.51,93.6,85.34,106.83
2010.01,Sweden,32.38,13,104.15,72.08,98.09,89.62,113.44
2010.01,Australia,52.74,14,100.49,79.15,101.9,82.16,114.38
2010.01,Cyprus,36.51,15,94.05,68.34,83.19,91.27,97.66
2010.01,Spain,45.85,16,91.28,70.98,67.37,82.18,52.14
2010.01,Israel,55.42,17,89.7,74.38,93.59,78.23,51.37
2010.01,South Korea,42.14,18,88.6,67.84,124.03,79.4,85.25
2010.01,United States,49.62,19,88.46,71.1,85.02,71.13,114.8
2010.01,Japan,55.18,20,86.7,72.61,100.55,66.87,97.83
2010.01,Canada,52.05,21,85.99,70.82,96.05,64.73,96.05
2010.01,Portugal,32.51,22,84.67,61.36,49.12,64.8,48.52
2010.01,United Arab Emirates,91,23,83.77,87,64.17,108.52,70.1
2010.01,Croatia,33.7,24,80.66,59.68,75.38,63.58,45.89
2010.01,Greece,32.37,25,77.01,57.06,76.15,78.66,61.27
2010.01,Slovenia,45.12,26,75.99,62.19,63.69,62.55,54.44
2010.01,Brazil,31.34,27,73.83,54.84,54.69,48.47,59.25
2010.01,Czech Republic,41.58,28,72.08,58.45,62.91,58.42,54.35
2010.01,Latvia,31.83,29,68.18,51.93,37.36,50.86,38.35
2010.01,Chile,19.68,30,67.49,46.13,55.35,41.57,53.34
2010.01,Singapore,71.85,31,65.94,68.58,100.33,56.41,76.79
2010.01,Jordan,26.39,32,65.64,48.1,88.21,65.15,22.11
2010.01,Hong Kong,58.47,33,64.71,61.92,93.26,50.89,53.18
2010.01,Hungary,21.12,34,64.42,45.07,53.27,47.98,32.47
2010.01,Serbia,24.26,35,62.38,45.34,49.33,60.55,35.21
2010.01,Montenegro,11.8,36,61.13,39.08,53.83,59.19,29.73
2010.01,Albania,13.2,37,60.48,39.35,51.28,52.31,27.41
2010.01,Bulgaria,24.9,38,59.82,44.21,51.32,48.06,31.49
2010.01,South Africa,35.32,39,59.44,48.66,50.89,43.29,57.81
2010.01,Russia,52.24,40,59.02,55.99,39.59,64.08,36.33
2010.01,Venezuela,46.95,41,58.93,53.58,26.93,65.16,36.23
2010.01,Turkey,23.66,42,56.87,42.03,53.66,39.92,62.17
2010.01,Bahrain,73.46,43,55,63.25,68.32,68.45,56.04
2010.01,Colombia,14.35,44,54.08,36.33,53.32,34.73,32.49
2010.01,Iran,70.18,45,53.87,61.16,59.65,31.19,38.03
2010.01,Paraguay,11.22,46,53.59,34.65,40.51,31.92,19.46
2010.01,Argentina,21.18,47,53.21,38.9,34.51,48.02,40.6
2010.01,Poland,30.67,48,52.62,42.81,42.56,44.95,52.2
2010.01,Bosnia And Herzegovina,7.86,49,51.19,31.83,53.6,38.84,31.29
2010.01,Lithuania,28.7,50,50.06,40.51,57.37,36.29,43.27
2010.01,Mexico,22.93,51,49.69,37.73,45.96,41.02,51.43
2010.01,Romania,27.45,52,45.7,37.55,41.38,41.19,24.32
2010.01,Ecuador,19.06,53,45.67,33.78,47.42,28.26,37.86
2010.01,Belarus,27.94,54,43.04,36.29,43.72,44.55,12.82
2010.01,China,26.12,55,40.05,33.83,64.96,29.54,36.79
2010.01,Indonesia,21.16,56,38.56,30.78,45.64,35.16,20.4
2010.01,Bolivia,19.41,57,38.01,29.7,26.4,32.87,43.06
2010.01,Malaysia,13.87,58,37.55,26.97,50.96,31.39,61.73
2010.01,Thailand,21.56,59,36.56,29.86,51.31,28.24,30.76
2010.01,Pakistan,9.67,60,32.38,22.23,35.28,30.87,37.36
2010.01,Ukraine,22.99,61,31.37,27.62,23.7,36.16,39.99
2010.01,India,9.58,62,28.71,20.16,30.99,23.86,43.55
2011.01,Norway,56.86,1,139.53,109.84,142.91,136.6,93.88
2011.01,Switzerland,62.06,2,130.98,106.23,131.46,115.07,137.13
2011.01,Denmark,53.94,3,119.67,96.07,99,140.32,93.26
2011.01,Belgium,37.44,4,109.39,83.55,87.91,117.29,100.1
2011.01,Australia,51.03,5,107.83,87.43,112.03,88.67,117.1
2011.01,Ireland,52.85,6,107.11,87.63,110.88,100.12,92.23
2011.01,Netherlands,43.33,7,105.69,83.3,63.98,106.42,100.29
2011.01,France,42.7,8,101.17,80.18,83.38,96.59,80.84
2011.01,Sweden,30,9,100.68,75.3,85.98,100.25,99.89
2011.01,Finland,39.83,10,98.65,77.53,89.69,88.15,109.81
2011.01,Japan,52.05,11,96.52,80.55,88.87,70.82,106.66
2011.01,Italy,38.26,12,95.85,75.17,78.68,95.44,65.98
2011.01,Austria,40.52,13,95.23,75.58,85.12,75.91,99.03
2011.01,United Kingdom,43.72,14,93.8,75.82,87.89,92.82,98.03
2011.01,Iceland,36.72,15,93.31,72.99,111.68,90.03,93.22
2011.01,New Zealand,29.42,16,92.62,69.92,97,81.11,80.35
2011.01,Cyprus,31.04,17,90.96,69.44,75.83,88.75,91.78
2011.01,Greece,21.1,18,89.81,65.14,72.23,80.72,48.82
2011.01,Canada,41.5,19,89.34,72.16,95.12,69.82,109.32
2011.01,Singapore,84.87,20,88.79,87.38,88.24,52.7,82.54
2011.01,Germany,32.6,21,87.19,67.59,75.29,70.1,118.49
2011.01,Israel,33.54,22,82.87,65.16,73.01,73.42,84.28
2011.01,Saudi Arabia,22.16,23,81.02,59.88,125.55,29.53,77.9
2011.01,United Arab Emirates,74.65,24,80.1,78.14,59.32,97.06,109.26
2011.01,Malta,23.96,25,78.23,58.74,68.25,65.95,92.33
2011.01,Puerto Rico,29.18,26,77.06,59.87,69.96,61.51,93.9
2011.01,Brazil,26.54,27,76.78,58.74,50.11,48.4,58.31
2011.01,Morocco,25.83,28,76.43,58.26,69.25,41.36,26.86
2011.01,United States,40.24,29,76.19,63.28,71.03,60.23,120.42
2011.01,Spain,33.48,30,76.08,60.78,57.49,68.57,67.67
2011.01,Portugal,30.58,31,73.09,57.82,51.64,51.45,53.62
2011.01,Slovenia,33.04,32,72.57,58.37,62.09,57.78,64.22
2011.01,Hong Kong,81.25,33,72.19,75.44,70.13,51.38,65.21
2011.01,Latvia,19.88,34,70.89,52.57,49.8,76.53,36.23
2011.01,Uruguay,20.12,35,70.35,52.31,62.02,52.39,44.52
2011.01,Costa Rica,22.29,36,69.76,52.72,75.7,58.24,44.86
2011.01,South Africa,27.31,37,69.19,54.15,59.27,50.02,86.44
2011.01,Croatia,18.11,38,68.32,50.29,65.07,48.19,51.85
2011.01,Lebanon,42.18,39,68.28,58.91,36.4,58.16,22.94
2011.01,Azerbaijan,59.5,40,67.31,64.51,46.97,57.83,32.96
2011.01,Dominican Republic,22.77,41,67.06,51.16,64.85,49.12,46.15
2011.01,Russia,39.96,42,63.98,55.36,46.86,65.88,33.79
2011.01,Venezuela,32.35,43,63.92,52.58,52.35,57.64,34.84
2011.01,Jordan,19.9,44,61.96,46.86,59.24,41.41,34.82
2011.01,Turkey,17.08,45,61.95,45.83,47.53,42.47,55.89
2011.01,Lithuania,19.65,46,61.81,46.67,56.13,41.18,31.52
2011.01,Hungary,16.52,47,61.49,45.34,52.39,42.96,38.04
2011.01,Chile,16.78,48,61.19,45.24,46.87,47.41,61.18
2011.01,Czech Republic,30.5,49,60.81,49.93,47.14,37.91,57.26
2011.01,Slovakia,21.98,50,60.02,46.36,53.67,43.28,59.28
2011.01,South Korea,31.1,51,59.97,49.6,66.77,50.18,118.68
2011.01,Montenegro,22.92,52,59.51,46.37,44.84,48.93,27.65
2011.01,Estonia,16.63,53,59.23,43.93,44.32,58.59,68.92
2011.01,Armenia,25.86,54,58.68,46.89,27.57,47.41,17.43
2011.01,Argentina,18.61,55,56.63,42.98,49.57,44.6,51.78
2011.01,Taiwan,21.97,56,55.74,43.61,56.72,32.89,92.02
2011.01,Bosnia And Herzegovina,8.18,57,55.41,38.45,49.84,34.92,38.63
2011.01,Colombia,13.66,58,54.34,39.73,44.87,32.5,39.84
2011.01,Bulgaria,14.31,59,52.1,38.53,40.12,36.8,34.96
2011.01,Mexico,17.28,60,51.55,39.24,46,38.94,65.02
2011.01,Egypt,22.42,61,51.31,40.94,48.36,37.7,17.66
2011.01,Poland,19.47,62,51.21,39.81,39.7,38.66,62.83
2011.01,Serbia,15.54,63,50.99,38.26,38.67,40.17,31.92
2011.01,Syria,13,64,49.65,36.49,41.21,33.2,22.22
2011.01,Ecuador,14.46,65,49.45,36.89,56.7,27.32,40.3
2011.01,Indonesia,19.08,66,49.34,38.48,55.82,26.82,16.55
2011.01,Belarus,15.89,67,47.89,36.4,35.85,60.13,25.99
2011.01,Romania,13.65,68,47.68,35.46,40.09,35.22,33.36
2011.01,Peru,17.5,69,46.9,36.34,50,32.66,42.8
2011.01,Iran,29.58,70,46.13,40.19,49.57,32.52,54.81
2011.01,Ukraine,17.42,71,45.14,35.19,29.85,41.17,29.51
2011.01,Panama,18.99,72,45.01,35.67,38.56,32.21,70.09
2011.01,Malaysia,11.55,73,44.84,32.88,40.52,23.53,86.55
2011.01,Mongolia,18.54,74,44.38,35.1,55.97,27.63,34.65
2011.01,China,20.29,75,43.42,35.12,46.78,25.42,27.43
2011.01,Kenya,19.84,76,43.24,34.83,39.49,29.72,34.92
2011.01,North Macedonia,10.05,77,41.82,30.41,35.05,28.77,38.35
2011.01,Thailand,21.72,78,41.79,34.58,46.22,24.84,23.54
2011.01,Philippines,9.71,79,39.08,28.53,33.92,19.16,37.94
2011.01,Vietnam,32.29,80,39.06,36.63,36.15,24.01,51.08
2011.01,Bolivia,15.21,81,37.41,29.44,28.32,23.36,50.5
2011.01,Pakistan,7.82,82,30.96,22.65,28.1,20.16,30.35
2011.01,India,9.04,83,30.27,22.65,28.88,18.29,62.82
2012.01,Norway,55.5,1,151.34,116.85,142.37,150.23,92.62
2012.01,Switzerland,58.51,2,141.31,111.51,130.55,123.11,127.45
2012.01,Japan,54.22,3,134.23,105.43,117.97,84.28,79.94
2012.01,Monaco,173.08,4,128.15,144.32,89.8,138.14,62.3
2012.01,Australia,58.85,5,122.96,99.88,113.72,108.95,109.5
2012.01,Denmark,41.31,6,116.52,89.45,94.09,130.69,101.98
2012.01,Belgium,35.02,7,108.68,82.17,86.01,107.48,90.44
2012.01,Ireland,38.12,8,107.77,82.7,97.13,106.06,89.6
2012.01,Netherlands,41.15,9,104.5,81.7,69.58,104.36,95.17
2012.01,Iceland,32.71,10,103.6,78.09,97.74,92.19,78.56
2012.01,Sweden,29.36,11,101.86,75.76,85.33,101.5,100.7
2012.01,New Zealand,31.75,12,101.65,76.49,95.6,86.5,85.36
2012.01,United Kingdom,37.85,13,100.13,77.72,83.74,94.07,88.35
2012.01,Finland,36.47,14,99.69,76.94,82.32,96.9,98.14
2012.01,Bahrain,37.54,15,99.52,77.21,150.55,86.92,52.77
2012.01,France,35.91,16,98.19,75.77,82.96,94.92,92.68
2012.01,Canada,38.35,17,98.04,76.56,93.84,83.16,108.18
2012.01,Kuwait,30.78,18,96.24,72.68,73.52,137.45,69.98
2012.01,Singapore,90.69,19,96.08,94.14,82.76,65.1,93.29
2012.01,Israel,32.05,20,95.45,72.63,77.35,89.45,75.01
2012.01,Austria,34.34,21,94.84,73.07,85.06,76.59,98.31
2012.01,Italy,34.3,22,94.82,73.04,75.97,95.38,68.59
2012.01,Saudi Arabia,18.02,23,93.42,66.29,135.45,39.6,82.11
2012.01,Greece,18.9,24,93.09,66.39,69.83,91.17,48.31
2012.01,Cyprus,22.36,25,89.54,65.36,74.6,92.18,77.04
2012.01,Germany,28.94,26,88.55,67.1,72.15,76.2,114.37
2012.01,Lebanon,37.05,27,86.11,68.45,45.3,69.63,24.37
2012.01,Hong Kong,96.98,28,84.4,88.92,80.47,69.05,84.27
2012.01,Qatar,63.5,29,84.28,76.8,81.63,72.85,153.59
2012.01,Puerto Rico,28.14,30,84.27,64.07,81.85,64.57,78.17
2012.01,Brazil,25.62,31,83.71,62.8,57.83,56.97,32.8
2012.01,Malta,19.49,32,83.17,60.25,70.81,69.07,91.73
2012.01,United States,37.42,33,83.06,66.64,77.65,68.74,116.48
2012.01,Uruguay,25.34,34,82.95,62.22,65.96,68.83,29.37
2012.01,United Arab Emirates,66.92,35,81.96,76.55,66.19,80.5,125.87
2012.01,Spain,27.3,36,80.24,61.19,59.01,74.83,88.01
2012.01,South Africa,25.36,37,75.64,57.54,59.67,56.27,92.47
2012.01,Slovenia,25.73,38,74.34,56.85,64.7,58.04,57.92
2012.01,Morocco,26.6,39,71.89,55.59,61.43,41.65,16.68
2012.01,Azerbaijan,41.03,40,71.24,60.37,53.2,68.17,26.38
2012.01,Kazakhstan,31.8,41,70.84,56.79,49.59,54.65,24.48
2012.01,Portugal,23,42,70.76,53.57,56.17,52.24,56.05
2012.01,South Korea,27.84,43,68.62,53.94,70.68,48.17,108.62
2012.01,Costa Rica,22.96,44,68.43,52.06,66.98,52.91,46.29
2012.01,Latvia,14.27,45,67.76,48.51,51.28,63.62,35.04
2012.01,Croatia,13.94,46,67.54,48.25,56.05,52.42,50.14
2012.01,Chile,19.79,47,67.39,50.26,54.24,54.31,47.11
2012.01,Estonia,15.1,48,66.91,48.27,51.28,58.73,47.77
2012.01,Turkey,15.51,49,65.26,47.35,47.31,48.21,52.57
2012.01,Russia,23.81,50,64.85,50.07,49.67,67.55,43.86
2012.01,Argentina,19.21,51,63.13,47.32,52.4,54.37,41.71
2012.01,Taiwan,18.71,52,62.89,46.99,75.33,35.63,74.85
2012.01,Armenia,19.62,53,62.75,47.23,38.38,53.15,20.71
2012.01,Montenegro,17.23,54,62.24,46.04,49.11,55.87,38.86
2012.01,Lithuania,14.8,55,62.11,45.08,53.02,41.79,33.6
2012.01,Czech Republic,21.28,56,61.44,46.98,49.01,40.89,61.95
2012.01,Jordan,13.35,57,60.44,43.49,54.93,48.15,37.02
2012.01,Colombia,16.59,58,59.99,44.37,50.17,38.82,29.28
2012.01,Hungary,12.67,59,59.65,42.74,44.64,43.56,36.81
2012.01,Slovakia,23.01,60,59.31,46.25,49.21,40,49.19
2012.01,Georgia,15.34,61,56.07,41.41,40.93,49.09,29.38
2012.01,Peru,15.68,62,55.1,40.91,41.93,36.23,36.05
2012.01,Mexico,13.98,63,55.06,40.27,48.45,43.19,58.98
2012.01,Malaysia,12.8,64,54.9,39.75,53.65,31.12,74.06
2012.01,Iran,25.17,65,54.84,44.16,53.92,42.19,46.2
2012.01,Tunisia,9.85,66,54.48,38.42,45.71,40.36,32.39
2012.01,Panama,25.34,67,54.02,43.7,48.86,37.67,40.91
2012.01,Mongolia,24.01,68,53.86,43.12,57.94,37.81,22.57
2012.01,Indonesia,17.21,69,51.42,39.11,57.94,30.08,18.33
2012.01,Ukraine,14.95,70,51.1,38.09,38.39,46.13,25.6
2012.01,Bulgaria,12.32,71,50.92,37.03,42.02,32.96,33.76
2012.01,Ecuador,12.36,72,50.85,37,46.59,29.04,25.96
2012.01,Bosnia And Herzegovina,8.44,73,50.75,35.53,41.08,39.56,44.37
2012.01,Serbia,11.9,74,50.55,36.64,36.47,40.26,31.33
2012.01,Syria,12.77,75,50.24,36.75,37.66,33.11,23.64
2012.01,Thailand,17.59,76,50.16,38.44,65.47,27.35,32.03
2012.01,Poland,16.89,77,49.74,37.91,39.45,38.43,59.23
2012.01,Egypt,15.98,78,49.65,37.53,43.42,44.75,28.16
2012.01,China,19.67,79,48.82,38.33,53.68,33.62,30.26
2012.01,Nicaragua,10.71,80,48.31,34.78,47.52,34.6,42.64
2012.01,Romania,12.15,81,47.91,35.04,39.81,35.28,34.29
2012.01,Moldova,12.35,82,47.81,35.05,38.59,40.27,27.56
2012.01,Belarus,10.62,83,45.59,33.01,33.84,52.82,23.59
2012.01,Nepal,4.9,84,44.28,30.11,36.11,30.19,24.53
2012.01,Philippines,10.98,85,43.62,31.87,43.13,23.83,28.99
2012.01,Vietnam,33.02,86,42.9,39.35,45.31,26.66,28.05
2012.01,North Macedonia,9.46,87,42.8,30.8,33.64,31.65,35.2
2012.01,Algeria,8.32,88,40.64,29.01,43.59,25.57,27.54
2012.01,Pakistan,6.79,89,36.17,25.6,31.52,29.13,28.27
2012.01,India,8.36,90,33.39,24.38,33.82,21.1,60.11
2013.01,Norway,68.99,1,173.85,123.52,162.53,183.3,95.91
2013.01,Switzerland,70.9,2,151.77,112.95,153.05,142.36,137.26
2013.01,Australia,72.72,3,133.66,104.41,128.69,116.39,103.02
2013.01,Luxembourg,67.68,4,124.76,97.36,111.78,130.8,121.39
2013.01,Denmark,42.93,5,119.95,82.98,103.97,130.5,102.15
2013.01,Japan,43.81,6,115.24,80.96,112.83,70.01,85.99
2013.01,Sweden,36.11,7,114.47,76.86,105.57,110.14,106.57
2013.01,New Zealand,46.06,8,113.63,81.2,111.68,93.48,80.65
2013.01,Bahrain,29.58,9,113.49,73.21,162.91,71.01,59.29
2013.01,Iceland,39.3,10,112.43,77.33,118.81,99.72,67.91
2013.01,Ireland,40.37,11,112.33,77.79,105.55,102.99,95.06
2013.01,Venezuela,41.48,12,111.01,77.64,126.37,93.65,16.64
2013.01,Belgium,39.18,13,108.04,74.99,90.14,115.6,94.09
2013.01,Finland,40.37,14,106.99,75.02,101.29,100.24,94.06
2013.01,Singapore,103.04,15,105.39,104.26,91.19,63.28,59.94
2013.01,Netherlands,45.71,16,103.9,75.97,81.11,107.68,92.88
2013.01,France,37.99,17,103.24,71.92,97.75,100.45,98.11
2013.01,United Kingdom,41.1,18,102.24,72.89,93.06,94.28,89.07
2013.01,Italy,36.21,19,101.42,70.12,87.31,107.38,70.44
2013.01,Canada,39.85,20,99.65,70.94,101.24,85.58,109.56
2013.01,Cyprus,24.99,21,98.61,63.28,89.35,101.17,72.48
2013.01,Austria,36.81,22,97.88,68.57,92.75,81.43,87.47
2013.01,Greece,18.64,23,92.57,57.09,74.67,95.52,49.44
2013.01,Israel,32.28,24,92.24,63.46,76.92,90.09,72.55
2013.01,Germany,33.24,25,91.64,63.61,80.74,79.68,117.58
2013.01,Nigeria,17.89,26,87.18,53.92,92.93,62.45,32.73
2013.01,Malta,20.6,27,85.61,54.4,73.68,77.57,77.82
2013.01,Spain,29.09,28,83.14,57.2,66.55,80.97,84.04
2013.01,Puerto Rico,25,29,82.56,54.93,83.45,65.03,94.08
2013.01,Qatar,84.11,30,82.36,83.2,75,78.79,136.65
2013.01,Slovenia,26.48,31,82.06,55.38,70.49,63.24,59.25
2013.01,Uruguay,26.14,32,81.66,55.01,70.53,75.66,37.58
2013.01,Kuwait,34.55,33,80.74,58.57,78.99,78.65,84.61
2013.01,United States,37.39,34,80.54,59.83,80.74,67.87,136.5
2013.01,South Korea,28.66,35,80.44,55.58,94.12,46.5,102.13
2013.01,Azerbaijan,41.92,36,78.25,60.81,67.88,64.83,20.48
2013.01,Hong Kong,88.57,37,77.81,82.98,79.82,54.48,80.3
2013.01,Lebanon,38.51,38,75.63,57.82,58.06,65.2,42.46
2013.01,United Arab Emirates,63.29,39,75.48,69.63,64.99,69.9,121.24
2013.01,Portugal,24.34,40,75.31,50.84,61.25,59.09,54.12
2013.01,Croatia,14.9,41,72.24,44.72,64.47,55.98,51.58
2013.01,Saudi Arabia,15.73,42,72.17,45.08,74.47,36.51,114.63
2013.01,Estonia,16.8,43,70.75,44.86,60.94,53.36,53.09
2013.01,Argentina,20.12,44,70.44,46.29,64.52,65.43,50.24
2013.01,Brazil,22.79,45,70,47.34,53.97,51.81,41.26
2013.01,Russia,29.38,46,69.69,50.34,56.88,73.64,42.96
2013.01,Chile,21.3,47,68.38,45.79,58.15,56.28,56.43
2013.01,Latvia,15.26,48,67.96,42.67,55.36,58.45,41.34
2013.01,Taiwan,20.52,49,67.83,45.12,79.96,31.75,73.02
2013.01,Costa Rica,20.87,50,66.62,44.66,71.79,54.7,45.59
2013.01,Dominican Republic,15.44,51,66.17,41.82,66.12,41.54,27.99
2013.01,Slovakia,24.46,52,65.72,45.92,56.16,44.54,53.78
2013.01,Jordan,15.63,53,65.55,41.59,56.78,56.37,36.18
2013.01,Kazakhstan,26.56,54,65.16,46.64,51.34,67.36,32.21
2013.01,Turkey,16.16,55,64.39,41.24,50.04,46.33,56.44
2013.01,Hungary,12.6,56,63.9,39.28,50.87,47.33,42.97
2013.01,Czech Republic,21.04,57,63.35,43.04,54.69,40.61,60.65
2013.01,Lithuania,16.18,58,63.33,40.7,55.36,41.98,42.24
2013.01,Montenegro,15.2,59,63.18,40.15,56.02,55.2,43.94
2013.01,China,25.82,60,61.75,44.51,66.43,36.53,37.27
2013.01,Trinidad And Tobago,30.56,61,61.6,46.7,55.8,48.42,44.27
2013.01,South Africa,21.39,62,60.2,41.57,52.86,49.76,105.33
2013.01,Ethiopia,24.26,63,59.86,42.77,62.51,26.1,11.48
2013.01,Colombia,14.01,64,58.44,37.12,52.83,38.31,29.71
2013.01,Iraq,18.04,65,57.16,38.39,50.89,46.23,33.66
2013.01,Iran,24.3,66,57.04,41.33,59.28,42.76,37.51
2013.01,Kenya,17.19,67,56.99,37.89,60.96,33.82,38.93
2013.01,Cambodia,9.18,68,55.84,33.44,64.35,24.45,15.45
2013.01,Poland,20.2,69,55.64,38.63,46.58,43.08,54.72
2013.01,Tanzania,13.91,70,54.88,35.22,59.2,24.94,66.03
2013.01,Malaysia,15.25,71,54.82,35.83,51.46,27.37,69.64
2013.01,Oman,27.5,72,54.56,41.57,51.37,39.81,129.2
2013.01,Mauritius,23.36,73,54.48,39.54,43.46,53.48,46.08
2013.01,Morocco,16.7,74,54.04,36.12,44.71,42.31,26.38
2013.01,Georgia,17.09,75,53.8,36.18,45.54,47.48,28.56
2013.01,Serbia,11.96,76,53.59,33.61,43.53,42.78,36.58
2013.01,Mexico,13.29,77,53.56,34.23,52.48,37.4,59.77
2013.01,Bosnia And Herzegovina,8.65,78,53.4,31.92,47.43,38.07,46.42
2013.01,Panama,28.26,79,53.38,41.32,58.83,36.26,37.52
2013.01,Bulgaria,12.39,80,52.68,33.35,46.89,38.82,37.71
2013.01,Romania,14.14,81,51.89,33.77,47.31,37.2,35.81
2013.01,Thailand,21.3,82,51.78,37.15,57.93,25.48,35.01
2013.01,Belarus,13.28,83,51.32,33.06,41.89,58.09,23.45
2013.01,Sri Lanka,14.52,84,50.58,33.27,55,29.73,27.18
2013.01,Tunisia,11.61,85,50.32,31.74,44.39,36.83,34.18
2013.01,Peru,15.47,86,48.82,32.81,42.62,31.18,45.28
2013.01,Albania,10.84,87,48.64,30.5,40.23,31.83,35.28
2013.01,Ukraine,14.74,88,48.56,32.33,41.48,43.47,31.97
2013.01,Philippines,10.91,89,48.01,30.2,51.23,26.89,25.66
2013.01,Syria,17.61,90,47.3,33.05,36.7,40.65,21.89
2013.01,Moldova,12.89,91,47.24,30.75,38.28,37.97,24.52
2013.01,Ecuador,12.91,92,46.61,30.44,48.18,26.45,25.47
2013.01,North Macedonia,10.72,93,46.48,29.32,38.44,33.22,34.9
2013.01,Indonesia,17.58,94,46.14,32.43,51,23.71,24.62
2013.01,Bangladesh,7.79,95,44.83,27.05,38.51,26.43,33.26
2013.01,Egypt,11.1,96,44.82,28.64,40.33,37.18,30.32
2013.01,Vietnam,20.77,97,43.21,32.44,41.77,23.74,31.86
2013.01,Bolivia,12.48,98,41.5,27.57,36.42,21.48,46.39
2013.01,Algeria,6.06,99,41.49,24.48,43.76,24.84,32.71
2013.01,Nepal,3.66,100,38.74,21.91,36.73,26.19,29.49
2013.01,Pakistan,6.12,101,33.41,20.31,32.09,25.34,26.03
2013.01,India,7.36,102,30.92,19.61,32.51,18.09,61.92
2014.01,Norway,58.88,1,144.45,102.88,135.52,165.88,94.4
2014.01,Switzerland,63.84,2,143.88,104.99,148.5,145.59,138.05
2014.01,Denmark,40.05,3,114.87,78.52,102.61,132.27,100.66
2014.01,Venezuela,39.59,4,114.36,78.03,132.15,96.24,17.87
2014.01,Iceland,41.07,5,111.75,77.42,121.07,106.06,59.54
2014.01,Luxembourg,64.11,6,109.93,87.67,97.07,126.51,115.31
2014.01,Australia,57.97,7,108.51,83.95,105.03,97.44,104.2
2014.01,Ireland,39.24,8,106.61,73.88,102.67,100.03,94.64
2014.01,New Zealand,42.43,9,104.48,74.33,104.47,90.09,87.58
2014.01,Sweden,33.79,10,103.68,69.72,100.35,103.76,106.11
2014.01,Bahamas,47.35,11,103.44,76.19,98,96.49,93.37
