Year,Country,Rent Index,Cost of Living Rank,Cost of Living Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2021.01,Kazakhstan,9.31,123,29.76,19.99,25.61,25.8,34.92
2021.01,Nigeria,28.91,124,29.74,29.34,31.23,17.97,9.78
2021.01,Tunisia,5.77,125,29.5,18.16,28.48,15.75,27.81
2021.01,Kosovo (Disputed Territory),8.8,126,29.4,19.56,26.86,21.1,40.14
2021.01,Ukraine,8.74,127,29.21,19.43,24.34,23.72,30.1
2021.01,Syria,5.68,128,29.03,17.87,28.38,23.48,8.08
2021.01,Nepal,4.54,129,28.86,17.24,26.45,19.68,20.63
2021.01,Algeria,5.01,130,28.31,17.18,29.09,14.98,24.77
2021.01,Zambia,6.75,131,28.06,17.88,27.12,16.18,59.47
2021.01,Georgia,9.42,132,28.05,19.15,24.37,24.22,25.67
2021.01,Uzbekistan,8.06,133,27.12,18.01,23.91,21.43,21.96
2021.01,Afghanistan,3.85,134,26.33,15.59,19.3,16.98,26.58
2021.01,India,5.77,135,25.16,15.9,26.26,17.66,47.13
2021.01,Kyrgyzstan,7.43,136,22.98,15.55,20.57,19.19,22.01
2021.01,Libya,5.68,137,22.32,14.37,25.3,13.31,31.81
2021.01,Pakistan,4.37,138,21.59,13.36,19.06,17.24,27.28
2021.06,Bermuda,102.54,1,147.51,126.71,148.59,162.07,68.82
2021.06,Switzerland,54.92,2,125.02,92.59,129.17,122.92,102.77
2021.06,Norway,36.91,3,103.56,72.72,99.51,106.72,73.55
2021.06,Iceland,46.62,4,99.67,75.12,93.51,106.16,67.3
2021.06,Barbados,22.53,5,94.44,61.17,89.23,78.91,30.74
2021.06,Jersey,64.03,6,94.43,80.36,78.51,96.55,77.12
2021.06,Denmark,34.51,7,88.53,63.53,71.55,104.06,86.43
2021.06,Luxembourg,64.19,8,85.3,75.53,79.55,93.53,87.76
2021.06,Israel,32.6,9,84.77,60.63,73.31,91.74,65.91
2021.06,Bahamas,35.03,10,84.32,61.51,70.63,83.61,46.07
2021.06,Singapore,64.98,11,82.63,74.46,74.28,59.02,78.53
2021.06,Japan,28.05,12,81.15,56.58,84.48,48.67,76.01
2021.06,Hong Kong,77.56,13,80.82,79.31,84.83,59.5,56.86
2021.06,Australia,38.67,14,80.75,61.28,78.96,74.73,91.07
2021.06,Netherlands,38.24,15,78.93,60.1,67.45,80.31,76.65
2021.06,Ireland,45.34,16,78.55,63.18,64.98,80.96,71.58
2021.06,France,27.07,17,77.59,54.22,75.99,75.39,76.36
2021.06,South Korea,23.25,18,76.46,51.84,94.49,43.14,69.44
2021.06,Finland,27.81,19,76.35,53.89,66.4,81.93,80.11
2021.06,New Zealand,35.79,20,76.31,57.56,72.34,73.25,74.89
2021.06,Sweden,27.61,21,75.89,53.55,69.68,75.31,85.44
2021.06,Belgium,27.28,22,75.79,53.35,65.22,82.5,70.12
2021.06,Austria,29.38,23,74.87,53.82,68.83,70.9,68.69
2021.06,Seychelles,34.49,24,74.07,55.76,72.97,82.84,16.86
2021.06,Malta,33.06,25,72.92,54.47,63.96,76.19,36.73
2021.06,Canada,35.06,26,71.45,54.62,70.15,69.51,78.34
2021.06,United Kingdom,33.03,27,70.64,53.24,57.34,76.16,77.47
2021.06,United States,42.56,28,70.55,57.6,69.87,70.79,94.32
2021.06,Italy,22.12,29,69.99,47.84,60.7,74,54.3
2021.06,Lebanon,26.4,30,69.32,49.46,64.23,57.2,32.48
2021.06,Macao,46.31,31,68.16,58.05,66.18,51.71,62.15
2021.06,Germany,29.61,32,67.85,50.16,53.33,64,89.86
2021.06,Puerto Rico,20.4,33,67.84,45.89,70.31,58.23,61.16
2021.06,Taiwan,17.86,34,64.93,43.15,80.52,29.27,51.09
2021.06,Qatar,48.95,35,61.93,55.93,54.25,61.93,84.85
2021.06,Cyprus,22.99,36,61.64,43.76,51.29,63.25,49.36
2021.06,Maldives,32.1,37,61.03,47.65,62.38,33.62,23.61
2021.06,United Arab Emirates,39.21,38,58.94,49.81,47.43,59.57,84.93
2021.06,Greece,13.3,39,58.38,37.52,46.17,54.53,35.95
2021.06,Bahrain,30.23,40,57.16,44.7,45.96,51.99,52.68
2021.06,Palestine,10.68,41,56.92,35.52,50.3,41.79,35.98
2021.06,Spain,23.19,42,56.64,41.16,47.36,56.63,58.5
2021.06,Slovenia,18.7,43,56.4,38.96,49.16,46.99,52.08
2021.06,Cuba,16.22,44,55.46,37.31,47.74,35.24,1.28
2021.06,Croatia,14.5,45,55.18,36.36,48.44,46.86,39.83
2021.06,Trinidad And Tobago,16.96,46,54.78,37.28,53.37,53.78,34.85
2021.06,Estonia,15.89,47,53.77,36.24,42.3,53.02,56.58
2021.06,Libya,13.95,48,53.59,35.25,61.02,36.28,27.83
2021.06,Panama,23.24,49,53.03,39.25,53.22,45.57,28.91
2021.06,Jamaica,17.42,50,51.75,35.87,54.27,34.69,28.01
2021.06,Senegal,22.22,51,51.54,37.97,44.63,37.88,21.87
2021.06,Yemen,6.77,52,51.41,30.75,63.48,23.46,12.81
2021.06,Ivory Coast,22.05,53,50.95,37.58,43.21,33.81,5.65
2021.06,Jordan,9.97,54,50.91,31.97,41.91,42.02,27.95
2021.06,Belize,11.65,55,50.91,32.74,47.64,36.47,42.38
2021.06,Portugal,21.97,56,50.65,37.38,40.87,42.54,40.54
2021.06,Uruguay,14.15,57,50.55,33.7,41.8,48.43,27.43
2021.06,Latvia,12.9,58,50.41,33.06,39.48,45.62,43.49
2021.06,Suriname,10.09,59,50.05,31.56,48.44,62.23,14.55
2021.06,Guyana,8.82,60,49.7,30.78,52.37,44.43,15.87
2021.06,Oman,17.86,61,49.64,34.93,46.9,43.04,74.87
2021.06,Saudi Arabia,12.51,62,49.6,32.44,41.94,33.84,80.11
2021.06,Kuwait,32.78,63,49.14,41.57,36.21,48.15,70.51
2021.06,Ethiopia,16.36,64,48.89,33.84,36.01,18.2,9.03
2021.06,Chile,15.01,65,48.6,33.06,41.64,47.86,29.43
2021.06,Costa Rica,15.66,66,48.53,33.32,46.35,42.77,34.7
2021.06,Czech Republic,18.79,67,48.2,34.59,42.57,35.41,54.8
2021.06,Cambodia,15.13,68,47.44,32.49,48.28,23.12,10.16
2021.06,Zimbabwe,9.47,69,47.35,29.82,40.57,37.47,17.01
2021.06,Slovakia,17.51,70,47.32,33.53,41.92,37.8,45.65
2021.06,Mauritius,12.05,71,47.13,30.9,49.5,34.7,24.57
2021.06,Lithuania,14.75,72,46.04,31.56,35.98,45.37,52.8
2021.06,Venezuela,10.89,73,45.96,29.73,37.69,48.14,13.39
2021.06,Fiji,17.9,74,44.93,32.42,49.74,38.02,29.4
2021.06,Thailand,15.27,75,44.76,31.11,45.99,23.47,28.87
2021.06,Guatemala,16.19,76,44.39,31.34,42.39,33.34,22.17
2021.06,South Africa,18.25,77,44.21,32.19,37.08,39.95,69.15
2021.06,El Salvador,14.12,78,44.01,30.18,42.68,36.14,19.21
2021.06,Hungary,12.79,79,42.26,28.62,35.8,34.48,47.41
2021.06,Nicaragua,8.68,80,41.81,26.48,40.68,29.92,15.2
2021.06,Dominican Republic,10.15,81,41.79,27.15,37.66,34.55,18.8
2021.06,Poland,19.39,82,41.75,31.4,34.11,35.1,43.61
2021.06,Botswana,10.73,83,41.7,27.37,35.71,46.73,48.96
2021.06,China,16.67,84,41.31,29.91,45.2,27.47,53.62
2021.06,Honduras,10.71,85,41.29,27.14,35.34,29.13,28.72
2021.06,Cameroon,7.65,86,40.85,25.49,41.51,24.26,14.07
2021.06,Iran,16.73,87,40.64,29.58,35.06,24.37,16.82
2021.06,Montenegro,12.02,88,39.81,26.95,31.81,32.37,33.1
2021.06,Philippines,10.41,89,39.11,25.83,38.41,21.72,18
2021.06,Ecuador,12.07,90,38.79,26.42,36.03,28.66,27.1
2021.06,Bulgaria,9.56,91,38.67,25.2,34.25,30.59,39.49
2021.06,Ghana,21.08,92,38.53,30.46,38.73,31.85,16.85
2021.06,Albania,8.6,93,37.73,24.25,30.88,28.08,25.59
2021.06,Serbia,9.75,94,37.62,24.73,28.83,30.62,34.16
2021.06,Malaysia,10.44,95,37.52,24.99,39.02,21.25,50.11
2021.06,Bosnia And Herzegovina,7.32,96,36.95,23.24,31.17,25.48,38.94
2021.06,Vietnam,13.94,97,36.94,26.29,37.87,19.18,25.29
2021.06,Romania,10.91,98,36.77,24.8,32.45,31.54,41.89
2021.06,Russia,15.3,99,36.76,26.83,30.79,37.17,35.53
2021.06,Mexico,14.45,100,36.74,26.43,35.04,33.72,31.3
2021.06,Brazil,9.24,101,36.06,23.65,30.08,27.7,25.13
2021.06,Myanmar,20.41,102,36.04,28.8,37.24,19.76,12.73
2021.06,Iraq,11.33,103,36.02,24.59,31.56,29.08,35.9
2021.06,Indonesia,9.94,104,35.95,23.91,38.01,17.7,19.01
2021.06,Kenya,10,105,35.82,23.87,32.77,30.37,25.37
2021.06,Morocco,9.87,106,35.58,23.68,32.13,25.69,29.77
2021.06,Argentina,8.31,107,35.33,22.83,28.34,34.18,27.68
2021.06,Bolivia,11.28,108,35.15,24.1,31.23,25.42,33.39
2021.06,Somalia,5.8,109,34.5,21.22,39.28,26.91,26.16
2021.06,Mongolia,10.07,110,33.73,22.78,35.16,22.96,24.34
2021.06,Rwanda,15.77,111,33.57,25.34,28.59,29.37,22.78
2021.06,Tanzania,13.43,112,33.48,24.2,30.16,25.33,14.97
2021.06,Armenia,11.61,113,33.22,23.22,26.52,29.65,24.23
2021.06,Peru,11.27,114,33.01,22.95,31.12,21.77,26.13
2021.06,Bangladesh,4.76,115,33.01,19.94,30.77,21.22,21.76
2021.06,Zambia,8.5,116,32.94,21.63,30.85,21.95,41.19
2021.06,Uganda,8.08,117,32.8,21.36,29.92,24.08,11.56
2021.06,North Macedonia,6.69,118,32.76,20.7,27.64,22.01,29.92
2021.06,Turkey,7.42,119,31.74,20.49,26.96,22.41,31.27
2021.06,Belarus,10.21,120,31.58,21.69,27.12,32.46,29.87
2021.06,Ukraine,11.57,121,31.2,22.12,26.5,25.35,30.28
2021.06,Moldova,8.93,122,30.72,20.64,24.48,27.29,29.44
2021.06,Paraguay,10.68,123,30.72,21.45,24.92,24.87,24.14
2021.06,Sri Lanka,8.4,124,30.41,20.23,35.83,16.06,18.43
2021.06,Azerbaijan,8.85,125,30.04,20.23,25.9,28.71,23.1
2021.06,Nigeria,33.87,126,29.63,31.59,32.45,18.78,8.79
2021.06,Kazakhstan,9.63,127,29.58,20.35,25.71,27.64,31.62
2021.06,Egypt,5.98,128,29.14,18.43,26.26,23.84,18.54
2021.06,Tunisia,5.82,129,28.77,18.15,28.05,16.85,25.42
2021.06,Georgia,9.64,130,28.58,19.81,25.19,24.83,25.16
2021.06,Colombia,8.61,131,28.12,19.09,24.1,20.37,25.34
2021.06,Syria,5.96,132,28.05,17.83,27.75,23.4,6.84
2021.06,Nepal,4.4,133,27.86,17.01,25.96,19.91,20
2021.06,Algeria,5.14,134,27.84,17.34,28.93,14.95,22.49
2021.06,Kosovo (Disputed Territory),8.76,135,27.83,19,25.29,20.92,39.05
2021.06,Afghanistan,3.64,136,27.64,16.54,19.02,16.34,20.53
2021.06,Uzbekistan,9.64,137,27.1,19.02,27.06,21.87,19.48
2021.06,India,5.67,138,24.6,15.84,26.08,18.14,42.16
2021.06,Pakistan,4.57,139,21.88,13.87,19.71,16.89,24.56
2022.01,Bermuda,98.58,1,146.04,123.8,148.66,159.17,81.07
2022.01,Switzerland,53.54,2,123.35,90.62,128.13,122.09,118.44
2022.01,Norway,34.68,3,100.9,69.86,97.31,105.49,83.11
2022.01,Iceland,41.93,4,94.86,70.05,90.22,99.42,77.06
2022.01,Barbados,21.99,5,92.37,59.38,87.81,78.18,32.08
2022.01,Jersey,65.33,6,92.02,79.51,76.88,94.65,79.14
2022.01,Israel,33.94,7,88.05,62.69,76.72,95.31,75.58
2022.01,Denmark,33.23,8,84.12,60.26,68.6,98.75,99.45
2022.01,Bahamas,35.34,9,84,61.19,70.59,89.09,45.07
2022.01,Singapore,66.43,10,83.98,75.75,77.08,61.17,91.34
2022.01,Guernsey,54.02,11,83.59,69.73,76.76,89.98,71.57
2022.01,Hong Kong,74.57,12,80.71,77.83,84.72,58.58,65.74
2022.01,Luxembourg,60.09,13,80.5,70.93,74.75,88.79,98.84
2022.01,Australia,36.84,14,77.75,58.57,77.44,72.95,104.63
2022.01,Japan,25.86,15,77.03,53.04,81.31,45.4,87.11
2022.01,Ireland,42.08,16,76.05,60.13,62.1,80.4,82.27
2022.01,Netherlands,36.06,17,75.66,57.1,65.49,76.35,87.99
2022.01,New Zealand,34.44,18,74.52,55.73,72.04,70.05,83.63
2022.01,France,25.33,19,74.13,51.26,73.64,71.84,85.41
2022.01,South Korea,20.02,20,73.22,48.28,91.95,42.1,76.85
2022.01,Finland,25.95,21,73.2,51.05,65.16,77.65,91.02
2022.01,Belgium,25.79,22,72.61,50.67,63.32,78.63,79.72
2022.01,Sweden,25.86,23,71.74,50.23,65.78,72.61,98.14
2022.01,Austria,27.13,24,71.04,50.46,65.88,66.03,77.25
2022.01,Canada,34.33,25,70.22,53.4,70.01,67.86,87.98
2022.01,United States,42.07,26,70.13,56.98,70.37,70.07,106.34
2022.01,United Kingdom,31.84,27,69.65,51.93,56.58,76.79,88.78
2022.01,Lebanon,24.81,28,69.62,48.61,66.83,54.25,35.12
2022.01,Malta,29.72,29,67.84,49.97,59.59,72.42,44.18
2022.01,Macao,43,30,66.81,55.65,67.9,51.32,69.27
2022.01,Puerto Rico,18.4,31,66.53,43.97,69.6,55.6,72.78
2022.01,Italy,20.55,32,66.47,44.95,57.95,70.58,61.74
2022.01,Seychelles,32.35,33,65.93,50.19,61.55,77.01,19.43
2022.01,Germany,27.62,34,65.58,47.78,52.31,60.91,103.08
2022.01,Qatar,48.2,35,62.81,55.96,54.97,63.01,93.67
2022.01,Taiwan,17.69,36,62.35,41.42,76.19,29.42,58.35
2022.01,Cyprus,22.36,37,59.03,41.84,49.2,61.15,57.31
2022.01,United Arab Emirates,43.28,38,58.33,51.28,46.67,61.53,92.17
2022.01,Palestine,11.01,39,58.11,36.03,51.23,44.58,39.84
2022.01,Maldives,30.2,40,57.66,44.78,56.6,34.72,28.59
2022.01,Greece,12.68,41,56.22,35.81,44.73,52.19,39.73
2022.01,Cuba,15.23,42,55,36.36,47.93,33.54,1.45
2022.01,Trinidad And Tobago,15.97,43,54.88,36.64,53.96,53.74,38.47
2022.01,Bahrain,29.22,44,54.77,42.79,44.59,48.94,61.41
2022.01,Slovenia,17.9,45,53.88,37.01,47.71,46.74,59.48
2022.01,Spain,21.25,46,53.88,38.58,45.69,53.96,70.04
2022.01,Estonia,16.37,47,53.68,36.19,42.29,56.43,63.46
2022.01,Yemen,6.71,48,53.14,31.38,67.12,24.74,14.41
2022.01,Uruguay,13.93,49,52.07,34.19,44.01,49.39,30.07
2022.01,Suriname,9.71,50,51.78,32.06,45.92,79.61,13.44
2022.01,Panama,21.75,51,51.43,37.51,52.16,43.38,33.09
2022.01,Belize,11.64,52,51.3,32.71,48.76,36.6,45.73
2022.01,Saudi Arabia,11.67,53,50.41,32.25,42.57,35.5,91.85
2022.01,Senegal,22.97,54,50.25,37.46,42.17,46.22,23.45
2022.01,Jamaica,15.1,55,49.67,33.46,53.41,35.04,30.25
2022.01,Oman,16.77,56,49.42,34.11,46.51,43.24,84.24
2022.01,Jordan,9.23,57,49.19,30.46,40.81,41.16,31.34
2022.01,Cambodia,15.68,58,49.11,33.44,50.61,22.9,13.32
2022.01,Croatia,13.38,59,48.94,32.27,41.98,41.29,47.55
2022.01,Kuwait,31.31,60,48.68,40.54,35.63,47.48,78.57
2022.01,Latvia,11.77,61,48.45,31.26,38.37,42.1,51.65
2022.01,Libya,12.89,62,48.35,31.73,54.03,34.1,33.25
2022.01,Czech Republic,18.4,63,48.24,34.25,42.76,36.72,66.47
2022.01,Portugal,20.73,64,47.94,35.19,39.01,40.26,46.8
2022.01,Ethiopia,16.88,65,47.49,33.14,36.68,18.03,10.15
2022.01,Ivory Coast,17.68,66,47.03,33.27,40.22,31.99,6.92
2022.01,Costa Rica,14.7,67,47.01,31.87,45.54,41.69,39.88
2022.01,Zimbabwe,8.75,68,45.68,28.37,39.88,38.13,19.07
2022.01,Lithuania,15.01,69,45.65,31.29,36.18,46.64,58.74
2022.01,Slovakia,16.11,70,44.68,31.29,39.74,36.08,54.7
2022.01,El Salvador,13.19,71,44.37,29.75,44.32,35.47,21.17
2022.01,Mauritius,10.95,72,44.08,28.55,45.61,33.44,29.62
2022.01,Chile,13.51,73,43.9,29.66,38.87,43.26,33.27
2022.01,Guatemala,15.6,74,43.49,30.42,41.92,32.59,26.35
2022.01,Thailand,14.69,75,43.21,29.84,45.15,22.59,31.56
2022.01,Venezuela,9.99,76,43.2,27.63,37.34,46.23,15.41
2022.01,Fiji,17.76,77,43.16,31.26,48.06,37.42,35.87
2022.01,South Africa,16.6,78,42.09,30.14,34.78,41.33,78.36
2022.01,Dominican Republic,9.59,79,41.77,26.68,38.45,34.3,21.07
2022.01,China,16.53,80,41.77,29.93,46.01,28.37,59.99
2022.01,Hungary,11.91,81,40.66,27.18,35.19,32.82,51.98
2022.01,Honduras,10.28,82,40.46,26.31,34.73,28.67,32.09
2022.01,Botswana,10.21,83,40.17,26.12,35.16,42.5,62.63
2022.01,Nicaragua,8.68,84,39.64,25.13,38.13,27.51,17.63
2022.01,Cameroon,6.91,85,39.48,24.22,40.41,26.33,15.37
2022.01,Poland,14.45,86,38.95,27.46,32.42,33.52,59.95
2022.01,Montenegro,12.87,87,38.95,26.72,31.76,33.22,34.19
2022.01,Bulgaria,9.07,88,38.38,24.64,34.02,32.44,45.96
2022.01,Vietnam,13.22,89,37.48,26.11,38.7,19.98,29.38
2022.01,Iran,17.05,90,37.39,27.85,29.46,25.18,17.98
2022.01,Ecuador,11.28,91,37.34,25.12,34.49,28.55,31.76
2022.01,Philippines,9.59,92,37.06,24.18,37.84,20.61,21.47
2022.01,Malaysia,9.87,93,37.02,24.29,39.45,20.84,55.3
2022.01,Serbia,8.73,94,36.21,23.33,28.18,29.24,37.83
2022.01,Ghana,19.31,95,36.2,28.28,37.53,30.06,16.82
2022.01,Bosnia And Herzegovina,6.82,96,36.12,22.39,31.14,25.34,44.1
2022.01,Indonesia,9.82,97,35.85,23.65,38.29,17.74,21.07
2022.01,Myanmar,21.18,98,35.67,28.87,37.63,20,13.84
2022.01,Albania,8.47,99,35.5,22.83,29.32,25.82,30.19
2022.01,Mexico,12.55,100,35.35,24.66,34.82,32.67,38.62
2022.01,Russia,13.09,101,35.26,24.87,29.86,34.56,37.41
2022.01,Romania,10.17,102,35.24,23.49,31.38,30.02,48.12
2022.01,Bolivia,10.18,103,34.77,23.24,31.26,24.97,36.04
2022.01,Mongolia,11.22,104,34.74,23.72,36.14,22.8,24.34
2022.01,Argentina,7.71,105,34.69,22.04,28.17,33.32,30.72
2022.01,Somalia,5.16,106,34.58,20.79,39.39,26.65,29.4
2022.01,Iraq,10.63,107,34.47,23.29,30.46,28.31,40.92
2022.01,Kenya,8.73,108,33.92,22.11,31.27,28.82,32.18
2022.01,Armenia,11.61,109,33.89,23.45,27.59,30.55,28.86
2022.01,Morocco,8.98,110,33.83,22.18,30.63,24.52,34.36
2022.01,Uganda,9.19,111,33.5,22.1,31,24.85,11.41
2022.01,Brazil,8.27,112,33.24,21.54,28.16,25.24,27.85
2022.01,Bangladesh,4.42,113,33.13,19.67,30.41,21.7,25.3
2022.01,Zambia,9.26,114,33.04,21.9,31.53,22.46,40.33
2022.01,Tanzania,12.36,115,32.81,23.23,30.04,24.86,15.97
2022.01,Peru,11.22,116,32.53,22.54,30.71,21.53,28.17
2022.01,Rwanda,15.9,117,31.62,24.25,27.71,27.99,26.82
2022.01,North Macedonia,6.06,118,31.38,19.51,26.95,21.02,35.44
2022.01,Sri Lanka,8.23,119,31.29,20.48,37.67,17.27,19.27
2022.01,Belarus,9.81,120,30.89,21.01,27.24,31.64,31.78
2022.01,Ukraine,10.57,121,30.71,21.27,26.3,25.75,37.22
2022.01,Nigeria,35.99,122,30.49,33.07,33.65,20.92,9.34
2022.01,Moldova,8.7,123,30.35,20.2,24.96,27.1,33.43
2022.01,Paraguay,10.04,124,30.2,20.75,25.45,24.19,26.08
2022.01,Georgia,9.26,125,30.18,20.37,26.44,27.88,31.15
2022.01,Azerbaijan,7.86,126,29.73,19.48,26.57,26.73,27.26
2022.01,Egypt,5.82,127,29.52,18.41,27.42,23.42,21.54
2022.01,Syria,5.17,128,28.75,17.7,29.34,22.81,6.59
2022.01,Kazakhstan,9.44,129,28.68,19.66,25.35,27.24,32.23
2022.01,Turkey,6.63,130,28.31,18.15,22.64,18.4,32.88
2022.01,Nepal,3.96,131,28.29,16.89,26.45,20.41,22.96
2022.01,Tunisia,5.32,132,27.87,17.3,27.36,15.96,27.83
2022.01,Uzbekistan,9.29,133,27.31,18.86,26.83,24.22,22.37
2022.01,Kosovo (Disputed Territory),8.04,134,27.05,18.14,24.84,19.53,43.86
2022.01,Algeria,4.59,135,26.87,16.43,28.82,14.48,24.63
2022.01,Colombia,8.18,136,26.72,18.03,23.47,19.44,28.85
2022.01,India,5.3,137,24.43,15.47,26.43,17.56,49.72
2022.01,Afghanistan,2.72,138,20.37,12.09,14.92,12.41,23.04
2022.01,Pakistan,3.91,139,19.92,12.42,17.81,15.54,26.63
2022.06,Bermuda,98.96,1,141.74,121.39,142.62,144.74,82.34
2022.06,Switzerland,50.21,2,110.34,81.73,113.35,104.3,116.19
2022.06,Bahamas,38.41,3,88.27,64.55,71.92,94.29,44.22
2022.06,Barbados,21.16,4,87.07,55.71,81.73,74.5,32.62
2022.06,Iceland,35.81,5,86.59,62.43,82.44,88.64,82.62
2022.06,Norway,30.55,6,85.93,59.59,81.31,87.59,86.27
2022.06,Jersey,55.37,7,80.38,68.48,64.52,89.23,68.72
2022.06,Singapore,65.09,8,79.09,72.43,71.36,52.2,94.65
2022.06,Israel,32.95,9,77.28,56.19,66.45,83.92,73.54
2022.06,Hong Kong,67.99,10,76.55,72.48,82.51,53.23,66.93
2022.06,Denmark,29.18,11,73.09,52.21,59.94,81.12,99.76
2022.06,Australia,35.67,12,72.27,54.86,72.75,64.07,117.56
2022.06,Luxembourg,47.95,13,72.15,60.64,67.3,73.74,96.13
2022.06,Guernsey,45.6,14,70.88,58.85,65.92,71.79,70.61
2022.06,United States,46.86,15,69.92,58.95,70.06,65.75,99.88
2022.06,New Zealand,29.43,16,68.96,50.15,67.69,63.87,85.02
2022.06,Canada,35.06,17,68.78,52.74,68.1,64.28,101.67
2022.06,Lebanon,20.71,18,68.53,45.78,68.17,48.91,31.98
2022.06,Macao,36.63,19,68.39,53.28,73.6,48.7,72.82
2022.06,Netherlands,33.37,20,67.71,51.37,58.11,64.7,99.58
2022.06,South Korea,16.47,21,66.95,42.94,84.47,36.82,81.3
2022.06,Ireland,44.19,22,66.73,56,54.18,66.72,75.2
2022.06,France,24.88,23,65.55,46.2,63.17,63.58,79.61
2022.06,Puerto Rico,21.59,24,64.58,44.13,66.06,53.57,65.41
2022.06,Austria,22.75,25,64.11,44.44,58.04,60.66,75.09
2022.06,Finland,21.89,26,63.75,43.83,56.42,63.59,91
2022.06,Belgium,21.46,27,62.8,43.14,53.17,65.92,86.27
2022.06,Japan,20.85,28,62.77,42.83,66.56,35.57,91.13
2022.06,Sweden,23.05,29,61.77,43.35,54.86,62.29,94.93
2022.06,Qatar,50.37,30,60.56,55.71,51.61,58.46,98.13
2022.06,United Kingdom,30.99,31,60.42,46.42,48.68,63.73,92.86
2022.06,Germany,25.98,32,59.62,43.62,48.63,52.44,102.75
2022.06,Uruguay,15,33,59.05,38.09,48.69,57.73,28.64
2022.06,Italy,20.95,34,58.47,40.62,49.91,59.12,58
2022.06,United Arab Emirates,37.34,35,58.01,48.18,46.72,53.87,118.94
2022.06,Malta,24.68,36,57.71,41.99,50.77,58.76,44.8
2022.06,Taiwan,15.41,37,55.95,36.66,66.99,27.04,61.78
2022.06,Maldives,27.42,38,54.49,41.61,52.99,32.27,31.8
2022.06,Cuba,16.38,39,54.02,36.12,48.39,31.63,1.48
2022.06,Bahrain,27.61,40,53.84,41.36,43.46,47.34,60.36
2022.06,Trinidad And Tobago,14.14,41,53.38,34.71,52.79,50.59,37.35
2022.06,Cyprus,23.37,42,52.48,38.63,43.18,52.62,54.47
2022.06,Jamaica,14.82,43,50.75,33.66,52.61,35.51,26.25
2022.06,Saudi Arabia,11.29,44,50.35,31.77,42.47,36.67,93.26
2022.06,Palestine,9.51,45,50.25,30.87,44.14,37.6,38.81
2022.06,Greece,12.4,46,50.23,32.23,39.29,46.17,38.39
2022.06,Belize,11.87,47,49.55,31.62,46.24,32.35,41.6
2022.06,Estonia,14.73,48,49.47,32.94,39.65,47.84,60.41
2022.06,Panama,19.51,49,48.25,34.58,47.28,40.15,32.66
2022.06,Oman,15.39,50,48.11,32.54,45.13,39.78,78.78
2022.06,Russia,15.96,51,48.07,32.8,41.19,44.2,42.22
2022.06,Jordan,8.92,52,47.53,29.16,39.89,39.37,32.23
2022.06,Spain,21.4,53,47.51,35.09,39.45,47.54,77.29
2022.06,Slovenia,15.32,54,47.3,32.09,42.06,39.38,57.95
2022.06,Guyana,8.44,55,46.87,28.58,50.31,37.08,19.73
2022.06,Kuwait,27.68,56,46,37.28,33.26,41.99,81.76
2022.06,Cambodia,13.97,57,45.73,30.62,46,20.64,13.96
2022.06,Latvia,10.02,58,45.21,28.47,35.94,37.89,49.84
2022.06,Czech Republic,18.27,59,44.33,31.93,37.59,33.4,69.94
2022.06,Croatia,11.63,60,43.74,28.47,37.29,36.47,52.79
2022.06,Costa Rica,13.31,61,43.65,29.21,42.4,36.29,38.59
2022.06,Brunei,18.31,62,43.37,31.45,46.37,27.92,87.28
2022.06,Lithuania,15.31,63,43.1,29.88,35.36,39.19,55.67
2022.06,El Salvador,13.15,64,42.94,28.77,43.23,32.35,20.48
2022.06,Zimbabwe,9.71,65,42.54,26.92,37.68,34.27,17.34
2022.06,Portugal,20.7,66,42.18,31.96,33.8,34.88,47.89
2022.06,Dominican Republic,10.29,67,41.97,26.9,38.05,34.35,21.62
2022.06,Venezuela,8.07,68,41.77,25.74,36.08,42.92,12.72
2022.06,Ethiopia,17.43,69,41.74,30.18,34.96,19.49,11.02
2022.06,Guatemala,14.93,70,41.34,28.77,40.56,29.05,26.88
2022.06,Slovakia,13.79,71,41.03,28.07,38.25,30.59,53.84
2022.06,Mauritius,9.81,72,40.68,26,41.08,30.72,29.27
2022.06,China,22.13,73,40.31,31.66,42.89,29.01,56.24
2022.06,Fiji,15.1,74,39.37,27.83,44.1,32.22,38.72
2022.06,Armenia,17.55,75,38.96,28.77,33.94,32.17,26.04
2022.06,Honduras,9.11,76,38.91,24.73,33.78,26.18,31.41
2022.06,Thailand,12.54,77,38.62,26.21,40.5,19.81,30.82
2022.06,Ivory Coast,13.65,78,38.24,26.54,33.43,25.57,7.84
2022.06,South Africa,14.76,79,37.94,26.91,31.09,35.01,77.84
2022.06,Bulgaria,9.57,80,37.58,24.26,33.51,31.81,46.9
2022.06,Nicaragua,8.17,81,37.17,23.37,35.71,25.12,19.61
2022.06,Chile,11.41,82,37.16,24.91,34.1,33.68,35.79
2022.06,Botswana,8.33,83,36.52,23.11,32.46,37.38,59.92
2022.06,Iran,16.41,84,36.49,26.94,28.03,25.36,18.03
2022.06,Ecuador,9.73,85,35.73,23.36,32.95,25.81,33.55
2022.06,Namibia,11.56,86,35.59,24.16,32.98,37.44,50.99
2022.06,Vietnam,11.73,87,35.59,24.24,36.37,18.24,28.18
