Year,Country,Property Price Rank,Price To Income Ratio,Gross Rental Yield City Centre,Gross Rental Yield Outside of Centre,Price To Rent Ratio City Centre,Price To Rent Ratio Outside Of City Centre,Mortgage As A Percentage Of Income,Affordability Index
2016.06,Moldova,17,17.78,5.47,5.96,18.28,16.77,268.32,0.37
2016.06,Serbia,18,17.58,3.1,3.4,32.28,29.43,148.7,0.67
2016.06,Philippines,19,17.45,3.68,3.55,27.18,28.18,171.7,0.58
2016.06,Nepal,20,16.94,2.51,3.63,39.87,27.58,197.49,0.51
2016.06,Brazil,21,16.57,4.25,4.16,23.52,24.04,222.35,0.45
2016.06,Taiwan,22,15.54,1.52,1.92,65.9,52.02,95.21,1.05
2016.06,Albania,23,15.14,3.88,4.8,25.76,20.83,138.97,0.72
2016.06,North Macedonia,24,14.91,3.63,3.55,27.55,28.14,133.4,0.75
2016.06,Morocco,25,14.89,5.04,5.29,19.86,18.9,126.34,0.79
2016.06,Montenegro,26,14.69,3.92,3.86,25.52,25.92,157.1,0.64
2016.06,Peru,27,14.31,5.96,5.48,16.77,18.25,171.48,0.58
2016.06,Kazakhstan,28,14.08,5.66,5.63,17.67,17.76,228.83,0.44
2016.06,Iran,29,13.56,5.85,7.44,17.08,13.44,302.91,0.33
2016.06,Japan,30,13.38,2.26,2.87,44.16,34.79,77.66,1.29
2016.06,Russia,31,13.3,6.28,6.39,15.92,15.65,193.45,0.52
2016.06,Georgia,32,13.3,7.71,7.92,12.97,12.63,174.22,0.57
2016.06,South Korea,33,13.17,2.17,3.06,46.06,32.72,95.59,1.05
2016.06,Argentina,34,13.11,3.55,3.81,28.17,26.27,348.31,0.29
2016.06,Lebanon,35,13.05,6.08,6.5,16.45,15.39,113.99,0.88
2016.06,Pakistan,36,12.59,4.01,3.92,24.94,25.54,175.34,0.57
2016.06,Panama,37,12.37,11.21,9.29,8.92,10.76,103.07,0.97
2016.06,Lithuania,38,12.34,4.17,4.44,23.97,22.53,79.05,1.27
2016.06,Tunisia,39,12.08,4.83,5.12,20.71,19.52,108.84,0.92
2016.06,Dominican Republic,40,12.05,7.13,6.71,14.02,14.9,156.23,0.64
2016.06,Bangladesh,41,11.9,3.4,3.95,29.37,25.3,177,0.56
2016.06,Ecuador,42,11.86,6.89,5.29,14.51,18.9,142.08,0.7
2016.06,Sweden,43,11.79,2.44,3.04,40.93,32.94,72.07,1.39
2016.06,Croatia,44,11.72,3.2,3.58,31.2,27.91,98.92,1.01
2016.06,France,45,11.38,2.81,3.41,35.63,29.29,74.13,1.35
2016.06,Bosnia And Herzegovina,46,11.23,3.37,3.17,29.7,31.51,105.04,0.95
2016.06,Romania,47,11.04,4.77,4.63,20.96,21.62,88.25,1.13
2016.06,Estonia,48,11,4,4.03,25.02,24.83,70.81,1.41
2016.06,Latvia,49,10.98,4.51,4.97,22.18,20.1,74.19,1.35
2016.06,Israel,50,10.95,3.4,3.47,29.38,28.83,70.55,1.42
2016.06,Poland,51,10.91,4.47,5.06,22.39,19.76,79.67,1.26
2016.06,Egypt,52,10.79,6.39,7.5,15.65,13.34,132.59,0.75
2016.06,Hungary,53,10.77,5.52,6.1,18.12,16.4,93.94,1.06
2016.06,India,54,10.75,3.02,3.77,33.15,26.5,129.91,0.77
2016.06,Czech Republic,55,10.61,4.2,4.63,23.81,21.59,65.83,1.52
2016.06,Italy,56,10.61,2.83,3.79,35.32,26.38,71.91,1.39
2016.06,Austria,57,10.37,3.47,3.73,28.86,26.84,63.94,1.56
2016.06,Chile,58,9.98,4.64,5.14,21.57,19.44,79.25,1.26
2016.06,Slovenia,59,9.55,3.85,3.94,25.99,25.41,69.47,1.44
2016.06,Slovakia,60,9.55,5.97,5.89,16.74,16.97,60.74,1.65
2016.06,United Kingdom,61,9.54,4.41,4.38,22.66,22.84,66.56,1.5
2016.06,Bolivia,62,9.53,5.78,6.67,17.31,14.99,86.96,1.15
2016.06,Malaysia,63,9.36,4.01,4.27,24.92,23.4,71.88,1.39
2016.06,Malta,64,9.28,5.32,5.69,18.8,17.58,64.27,1.56
2016.06,Switzerland,65,9.27,3.03,3.15,33.01,31.71,54.64,1.83
2016.06,Bulgaria,66,9.15,5.49,5.87,18.2,17.04,80.32,1.25
2016.06,Namibia,67,9.07,8.89,9.31,11.25,10.74,107.25,0.93
2016.06,Portugal,68,8.87,5.61,6,17.82,16.67,62.92,1.59
2016.06,Luxembourg,69,8.86,4.21,4.13,23.73,24.22,53.8,1.86
2016.06,Spain,70,8.7,4.26,4.98,23.47,20.09,55.96,1.79
2016.06,Jordan,71,8.58,6.11,6.91,16.36,14.48,84.47,1.18
2016.06,Turkey,72,8.34,5.49,6.47,18.2,15.47,113.76,0.88
2016.06,Costa Rica,73,8.29,6.82,6.62,14.66,15.12,105.99,0.94
2016.06,Finland,74,7.99,3.67,4.52,27.24,22.12,47.57,2.1
2016.06,Greece,75,7.9,4.13,4.16,24.2,24.05,57.72,1.73
2016.06,Ireland,76,7.7,5.19,5.91,19.27,16.91,56.07,1.78
2016.06,Norway,77,7.67,4.33,4.7,23.07,21.28,50.23,1.99
2016.06,Australia,78,7.54,5.02,4.85,19.93,20.61,58.54,1.71
2016.06,Germany,79,7.23,3.84,4.1,26.07,24.37,45.63,2.19
2016.06,Belgium,80,7.13,5.7,5.87,17.56,17.03,45.79,2.18
2016.06,Iraq,81,6.91,8.3,9.31,12.04,10.74,84.79,1.18
2016.06,New Zealand,82,6.8,5.42,6.05,18.47,16.53,54.4,1.84
2016.06,Mexico,83,6.61,7.22,6.69,13.85,14.95,82.87,1.21
2016.06,Canada,84,6.5,5.44,5.98,18.37,16.72,42.95,2.33
2016.06,Netherlands,85,6.47,5.75,6.16,17.39,16.24,43.93,2.28
2016.06,Cyprus,86,6.35,5.08,5.36,19.67,18.65,51.25,1.95
2016.06,Denmark,87,6.33,4.53,4.86,22.09,20.59,41.47,2.41
2016.06,Palestine,88,6.04,7.19,7.38,13.91,13.55,51.1,1.96
2016.06,Iceland,89,5.73,8.46,9.29,11.82,10.76,53.98,1.85
2016.06,Qatar,90,5.68,10.05,8.92,9.95,11.21,42.61,2.35
2016.06,United Arab Emirates,91,5.5,10.04,11.07,9.96,9.03,41.14,2.43
2016.06,Puerto Rico,92,5.11,8.03,6.41,12.46,15.6,40.03,2.5
2016.06,United States,93,3.39,11.08,12.44,9.02,8.04,24.62,4.06
2016.06,South Africa,94,3.33,10.22,10.73,9.79,9.32,37.97,2.63
2016.06,Saudi Arabia,95,2.71,7.13,8.09,14.02,12.36,20.14,4.97
2017.01,Venezuela,1,202.07,3.51,3.18,28.48,31.42,4469.07,0.02
2017.01,Syria,2,37.76,3.85,5.35,25.97,18.7,374.3,0.27
2017.01,Hong Kong,3,36.15,2.25,2.23,44.35,44.81,224.85,0.44
2017.01,Vietnam,4,26.76,4.52,7.03,22.1,14.22,285.55,0.35
2017.01,Thailand,5,24.43,3.8,3.54,26.29,28.27,212.03,0.47
2017.01,Cambodia,6,24.32,7.44,6.24,13.44,16.03,292.43,0.34
2017.01,China,7,23.29,2.23,2.74,44.83,36.49,189.71,0.53
2017.01,Ukraine,8,22.87,5.3,6.01,18.88,16.63,512.06,0.2
2017.01,Algeria,9,21.76,2.66,2.96,37.6,33.8,177.68,0.56
2017.01,Singapore,10,21.63,2.75,3.65,36.41,27.39,134.33,0.74
2017.01,Indonesia,11,21.03,4.67,4.94,21.41,20.26,247.68,0.4
2017.01,Azerbaijan,12,20.35,5.47,5.51,18.28,18.15,232.95,0.43
2017.01,Uruguay,13,19.7,4.47,4.06,22.38,24.62,202.18,0.49
2017.01,Colombia,14,19.43,4.25,4.3,23.52,23.28,283.62,0.35
2017.01,Belarus,15,18.73,5.31,4.82,18.85,20.75,587.51,0.17
2017.01,Serbia,16,17.87,3.14,3.33,31.88,30.07,142.63,0.7
2017.01,Sri Lanka,17,17.49,4.91,4.47,20.38,22.38,238.64,0.42
2017.01,Brazil,18,16.96,4.01,4.02,24.92,24.85,224.6,0.45
2017.01,Philippines,19,16.91,3.75,3.54,26.69,28.29,162.87,0.61
2017.01,Peru,20,16.46,6.24,5.45,16.01,18.34,204.59,0.49
2017.01,Mongolia,21,15.77,9.78,13.36,10.22,7.49,203.47,0.49
2017.01,Moldova,22,15.5,6.06,6.58,16.51,15.19,227.88,0.44
2017.01,Montenegro,23,15.27,3.53,3.7,28.35,27.06,165.12,0.61
2017.01,North Macedonia,24,14.67,3.71,3.57,26.93,28.04,132.83,0.75
2017.01,Albania,25,14.43,3.96,5,25.22,20.02,137.95,0.72
2017.01,Morocco,26,14.4,4.99,5.01,20.04,19.98,119.43,0.84
2017.01,Armenia,27,14.29,6.27,5.21,15.94,19.19,213.1,0.47
2017.01,Lithuania,28,14.19,3.9,4.14,25.62,24.18,89.18,1.12
2017.01,Switzerland,29,14.04,3.01,3.15,33.24,31.78,81.89,1.22
2017.01,Lebanon,30,13.95,5.36,6.27,18.67,15.94,126.66,0.79
2017.01,Luxembourg,31,13.93,3.94,3.7,25.37,27.01,84.38,1.19
2017.01,Russia,32,13.55,5.75,6.31,17.39,15.85,193.91,0.52
2017.01,Iran,33,13.5,6.1,8.12,16.39,12.31,275.34,0.36
2017.01,Bangladesh,34,12.89,3.25,3.48,30.81,28.71,181.3,0.55
2017.01,Taiwan,35,12.87,1.54,1.71,64.91,58.64,78.76,1.27
2017.01,Japan,36,12.68,2.21,2.75,45.15,36.32,72.76,1.37
2017.01,Dominican Republic,37,12.6,7.02,6.51,14.24,15.36,164.37,0.61
2017.01,Ecuador,38,12.56,6.41,5.17,15.61,19.35,150.54,0.66
2017.01,Tunisia,39,12.53,4.25,4.83,23.54,20.72,113.68,0.88
2017.01,Italy,40,12.39,2.69,3.56,37.18,28.06,82.64,1.21
2017.01,Kazakhstan,41,12.38,6.23,5.82,16.06,17.18,212.01,0.47
2017.01,South Korea,42,12.38,2.04,2.51,49.1,39.9,85.47,1.17
2017.01,Georgia,43,12.35,7.63,7.45,13.1,13.43,158.43,0.63
2017.01,Panama,44,12.25,10.29,9.89,9.72,10.11,102.41,0.98
2017.01,Pakistan,45,12.09,4.08,3.81,24.51,26.26,156.97,0.64
2017.01,Argentina,46,12.07,3.77,3.9,26.53,25.64,333.23,0.3
2017.01,Kuwait,47,11.82,5.28,5.16,18.96,19.37,94.86,1.05
2017.01,Sweden,48,11.77,2.52,3.22,39.66,31.08,71.27,1.4
2017.01,France,49,11.58,3,3.67,33.29,27.22,73.86,1.35
2017.01,Bosnia And Herzegovina,50,11.35,3.41,3.31,29.36,30.18,104.89,0.95
2017.01,Hungary,51,11.2,5.43,5.97,18.43,16.76,97.32,1.03
2017.01,Croatia,52,10.91,3.31,3.69,30.24,27.07,89.21,1.12
2017.01,Israel,53,10.87,3.45,3.54,28.98,28.27,71.94,1.39
2017.01,Romania,54,10.79,4.89,4.76,20.43,20.99,83.3,1.2
2017.01,Czech Republic,55,10.7,4.17,4.61,24.01,21.71,65.37,1.53
2017.01,Chile,56,10.67,4.42,5.06,22.64,19.77,83.59,1.2
2017.01,Egypt,57,10.66,7.18,7.74,13.93,12.93,138.09,0.72
2017.01,Estonia,58,10.54,4.11,3.95,24.33,25.3,68.75,1.45
2017.01,Latvia,59,10.39,4.77,5.05,20.96,19.8,68.49,1.46
2017.01,India,60,10.28,3.08,3.81,32.44,26.24,123.44,0.81
2017.01,Poland,61,10.12,4.66,5.25,21.44,19.04,73.08,1.37
2017.01,United Kingdom,62,10,4.16,4.4,24.02,22.75,69.1,1.45
2017.01,Slovakia,63,9.85,5.62,5.57,17.78,17.94,61.59,1.62
2017.01,Austria,64,9.66,3.63,3.78,27.55,26.46,59.08,1.69
2017.01,Bolivia,65,9.65,6.03,6.76,16.58,14.79,89.13,1.12
2017.01,Malaysia,66,9.53,4.07,4.05,24.6,24.66,72.87,1.37
2017.01,Australia,67,9.24,4.9,5.05,20.41,19.82,70.87,1.41
2017.01,Bulgaria,68,9.07,5.36,5.68,18.65,17.59,77.24,1.29
2017.01,Turkey,69,8.87,5.43,6.28,18.41,15.92,121.45,0.82
2017.01,Portugal,70,8.85,5.95,6.08,16.81,16.46,60.87,1.64
2017.01,Malta,71,8.74,5.89,6.14,16.98,16.28,61.42,1.63
2017.01,Netherlands,72,8.52,5.38,5.93,18.6,16.86,56.24,1.78
2017.01,Costa Rica,73,8.52,7.16,6.56,13.96,15.25,106.17,0.94
2017.01,Slovenia,74,8.34,4.2,4.21,23.82,23.77,60.26,1.66
2017.01,Greece,75,8.33,4.14,4.2,24.15,23.8,62.48,1.6
2017.01,Spain,76,8.26,4.38,5.23,22.81,19.13,52.02,1.92
2017.01,Namibia,77,8.2,10.09,9.24,9.91,10.83,100.9,0.99
2017.01,Denmark,78,8.2,4.71,4.82,21.21,20.76,52.39,1.91
2017.01,New Zealand,79,8.14,4.99,5.92,20.04,16.9,63.92,1.56
2017.01,Guatemala,80,8.05,7.25,8.56,13.8,11.68,94.38,1.06
2017.01,Jordan,81,7.96,6.48,7.23,15.43,13.84,76.63,1.3
2017.01,Norway,82,7.9,4.18,4.51,23.94,22.16,50.95,1.96
2017.01,Iraq,83,7.79,7.04,8.25,14.2,12.12,103.64,0.96
2017.01,Finland,84,7.6,3.74,4.6,26.72,21.76,44.51,2.25
2017.01,Germany,85,7.46,3.75,4.09,26.68,24.47,45.91,2.18
2017.01,Ireland,86,7.02,6.02,6.91,16.61,14.48,50.79,1.97
2017.01,Belgium,87,6.96,5.82,5.92,17.18,16.88,44.69,2.24
2017.01,Mexico,88,6.94,6.85,6.31,14.6,15.85,86.58,1.16
2017.01,Canada,89,6.4,5.47,6.16,18.29,16.23,42.14,2.37
2017.01,Qatar,90,6.19,9.49,9.19,10.54,10.88,47.11,2.12
2017.01,Iceland,91,6.15,8.07,8.37,12.39,11.95,57.7,1.73
2017.01,Palestine,92,6.11,6.95,6.87,14.4,14.55,53.86,1.86
2017.01,United Arab Emirates,93,5.6,9.7,10.65,10.3,9.39,42.07,2.38
2017.01,Cyprus,94,5.21,4.9,5.14,20.42,19.45,39.85,2.51
2017.01,Puerto Rico,95,5.11,7.03,6.54,14.22,15.28,40.14,2.49
2017.01,Libya,96,3.9,7.1,7.13,14.08,14.03,26.6,3.76
2017.01,South Africa,97,3.58,9.51,10.41,10.51,9.6,41.97,2.38
2017.01,United States,98,3.26,11.23,12.24,8.9,8.17,23.53,4.25
2017.01,Saudi Arabia,99,2.85,7.29,8.01,13.72,12.49,21.07,4.75
2017.06,Hong Kong,1,38.61,2.06,2.08,48.52,48.14,239.67,0.42
2017.06,China,2,27.4,1.73,2.18,57.81,45.82,219.29,0.46
2017.06,Thailand,3,25.95,3.97,3.38,25.2,29.57,226.1,0.44
2017.06,Vietnam,4,23.39,4.4,6.75,22.73,14.82,251.2,0.4
2017.06,Singapore,5,22.18,2.45,3.19,40.87,31.39,138.67,0.72
2017.06,Algeria,6,22.04,2.54,2.84,39.39,35.15,179.7,0.56
2017.06,Azerbaijan,7,21.14,5.44,5.34,18.37,18.73,248.37,0.4
2017.06,Ukraine,8,19.92,5.91,6.58,16.93,15.19,425.59,0.23
2017.06,Uruguay,9,19.44,4.7,4.37,21.27,22.88,201.23,0.5
2017.06,Peru,10,19.19,5.3,5.11,18.87,19.58,237.08,0.42
2017.06,Colombia,11,18.27,4.38,4.45,22.84,22.47,268.28,0.37
2017.06,Serbia,12,18,3.03,3.26,33.05,30.65,140.3,0.71
2017.06,Belarus,13,17.95,5.11,4.73,19.57,21.15,508.34,0.2
2017.06,Philippines,14,17.18,3.83,3.59,26.12,27.88,164.35,0.61
2017.06,Brazil,15,17.04,3.92,4.08,25.54,24.51,224.51,0.45
2017.06,Albania,16,15.12,3.91,4.93,25.56,20.27,138.87,0.72
2017.06,Moldova,17,14.95,6.44,6.76,15.54,14.79,213.26,0.47
2017.06,Montenegro,18,14.47,3.73,3.94,26.8,25.35,149.35,0.67
2017.06,South Korea,19,14.28,1.83,2.05,54.74,48.82,98.67,1.01
2017.06,Lebanon,20,14.24,5.16,5.95,19.37,16.8,128.96,0.78
2017.06,Morocco,21,13.93,5.16,4.9,19.37,20.42,115.74,0.86
2017.06,North Macedonia,22,13.88,3.8,3.67,26.29,27.22,126.06,0.79
2017.06,Georgia,23,13.88,7.24,7.55,13.82,13.24,177.77,0.56
2017.06,Taiwan,24,13.83,1.46,1.78,68.42,56.33,84.69,1.18
2017.06,Lithuania,25,13.79,3.82,4.16,26.21,24.06,85.23,1.17
2017.06,Panama,26,13.52,9.06,8.59,11.03,11.65,110.73,0.9
2017.06,Israel,27,13.43,2.64,2.92,37.91,34.26,89.61,1.12
2017.06,Ecuador,28,13.3,5.54,4.9,18.04,20.41,160.67,0.62
2017.06,Japan,29,13.27,1.94,2.53,51.64,39.52,75.09,1.33
2017.06,Kosovo (Disputed Territory),30,13.13,3.57,5.04,28.04,19.83,114.12,0.88
2017.06,Indonesia,31,13.01,4.6,4.87,21.75,20.52,135.91,0.74
2017.06,Tunisia,32,12.98,4.12,5.05,24.27,19.79,119.16,0.84
2017.06,Armenia,33,12.91,6.48,5.06,15.43,19.77,182.9,0.55
2017.06,Iran,34,12.9,6.5,8.25,15.4,12.12,242.79,0.41
2017.06,Dominican Republic,35,12.85,7.17,6.76,13.94,14.78,172.7,0.58
2017.06,Russia,36,12.44,5.87,6.27,17.04,15.94,173.62,0.58
2017.06,Chile,37,12.38,4.27,4.49,23.4,22.28,96.51,1.04
2017.06,Hungary,38,12.36,4.99,5.68,20.05,17.59,108.81,0.92
2017.06,Luxembourg,39,12.14,3.86,3.78,25.91,26.47,73.45,1.36
2017.06,Bangladesh,40,11.96,3.54,3.2,28.26,31.29,156.9,0.64
2017.06,Pakistan,41,11.82,4.42,3.93,22.61,25.42,152.26,0.66
2017.06,Argentina,42,11.79,4,4.05,25.02,24.71,321.97,0.31
2017.06,Egypt,43,11.67,7.11,6.94,14.07,14.4,180.85,0.55
2017.06,Kazakhstan,44,11.65,6.69,6.22,14.96,16.08,207.68,0.48
2017.06,Sweden,45,11.58,2.45,3.2,40.9,31.27,69.59,1.44
2017.06,Czech Republic,46,11.43,4,4.57,24.98,21.89,69.3,1.44
2017.06,Bosnia And Herzegovina,47,11.36,3.43,3.28,29.12,30.53,104.44,0.96
2017.06,United Kingdom,48,11.1,3.38,4.06,29.55,24.62,75.83,1.32
2017.06,Croatia,49,10.79,3.43,3.74,29.17,26.76,87.52,1.14
2017.06,Switzerland,50,10.42,2.76,3.02,36.17,33.13,60.25,1.66
2017.06,Italy,51,10.42,3.45,4.16,28.94,24.03,69.16,1.45
2017.06,India,52,9.88,3.14,3.77,31.83,26.54,116.73,0.86
2017.06,Poland,53,9.83,4.73,5.23,21.16,19.12,70.19,1.42
2017.06,Slovakia,54,9.73,5.6,5.73,17.84,17.46,59.75,1.67
2017.06,Bolivia,55,9.66,6.31,6.89,15.86,14.51,88.48,1.13
2017.06,Estonia,56,9.65,4.27,4.13,23.42,24.21,61.39,1.63
2017.06,Malaysia,57,9.54,3.87,4.18,25.83,23.93,72.82,1.37
2017.06,Latvia,58,9.48,5.37,5.41,18.61,18.48,62.62,1.6
2017.06,Austria,59,9.45,3.54,3.84,28.22,26.07,57.84,1.73
2017.06,Turkey,60,9.41,5.2,5.86,19.24,17.08,126.69,0.79
2017.06,Malta,61,9.29,5.61,6.83,17.84,14.64,65.8,1.52
2017.06,France,62,9.28,3.29,3.9,30.39,25.67,58.15,1.72
2017.06,Portugal,63,9.24,5.69,6.22,17.58,16.07,61.83,1.62
2017.06,Costa Rica,64,8.89,6.97,6.92,14.35,14.44,107.73,0.93
2017.06,Romania,65,8.79,4.93,4.86,20.29,20.59,61.13,1.64
2017.06,Bulgaria,66,8.77,5.3,5.66,18.88,17.67,72.11,1.39
2017.06,Norway,67,8.58,3.8,4.26,26.35,23.45,55.22,1.81
2017.06,Greece,68,8.54,4.16,4.21,24.06,23.75,64.53,1.55
2017.06,Iraq,69,8.33,7,7.97,14.29,12.55,107.23,0.93
2017.06,Slovenia,70,8.17,4.35,4.3,23.01,23.28,57.4,1.74
2017.06,Spain,71,7.9,4.62,5.49,21.65,18.21,49.59,2.02
2017.06,Germany,72,7.82,3.65,4.03,27.43,24.82,47.7,2.1
2017.06,Finland,73,7.61,3.73,4.5,26.82,22.22,44.34,2.26
2017.06,Australia,74,7.57,4.74,5.17,21.11,19.34,57.37,1.74
2017.06,Jordan,75,7.33,7.17,8.16,13.94,12.26,72.03,1.39
2017.06,Iceland,76,7.31,6.71,7.58,14.89,13.19,66.84,1.5
2017.06,Denmark,77,7.26,4.61,5.05,21.71,19.8,45.79,2.18
2017.06,Belgium,78,7.23,5.53,5.68,18.07,17.6,46.23,2.16
2017.06,Ireland,79,7.13,6.31,6.87,15.84,14.55,51.43,1.94
2017.06,Mexico,80,7.04,6.93,6.3,14.43,15.87,87.3,1.15
2017.06,New Zealand,81,7.03,5.26,5.49,19,18.22,55.28,1.81
2017.06,Netherlands,82,6.71,5.54,6.23,18.04,16.04,43.33,2.31
2017.06,Canada,83,6.36,5.32,5.96,18.78,16.78,41.76,2.39
2017.06,Palestine,84,6.13,6.43,6.45,15.56,15.49,55.78,1.79
2017.06,United Arab Emirates,85,5.2,10.29,10.6,9.71,9.43,38.6,2.59
2017.06,Cyprus,86,5.11,5.08,5.31,19.68,18.83,38.76,2.58
2017.06,Puerto Rico,87,4.31,6.76,7.2,14.8,13.89,33.72,2.97
2017.06,South Africa,88,3.64,9.76,10.47,10.24,9.55,43.19,2.32
2017.06,United States,89,3.12,11.08,12.06,9.03,8.29,22.56,4.43
2017.06,Saudi Arabia,90,2.84,7.46,8.35,13.4,11.97,20.84,4.8
2018.01,Hong Kong,1,41.08,1.95,1.91,51.37,52.34,257.22,0.39
2018.01,China,2,28.2,1.76,2.12,56.83,47.1,224.3,0.45
2018.01,Thailand,3,22.78,3.76,3.62,26.57,27.61,195.53,0.51
2018.01,Algeria,4,22.23,2.56,2.81,39.14,35.62,184.28,0.54
2018.01,Singapore,5,22.2,2.67,3.17,37.47,31.58,138.59,0.72
2018.01,Vietnam,6,21.34,4.93,6.96,20.27,14.36,227.34,0.44
2018.01,Azerbaijan,7,20.12,5.36,5.36,18.67,18.65,227.73,0.44
2018.01,Peru,8,18.93,4.8,5.31,20.85,18.83,227.75,0.44
2018.01,Uruguay,9,18.52,4.97,4.65,20.1,21.49,193.01,0.52
2018.01,Ukraine,10,18.21,6.04,6.59,16.57,15.18,387.91,0.26
2018.01,Colombia,11,18.09,4.18,4.43,23.93,22.58,249.78,0.4
2018.01,Philippines,12,17.84,4.17,3.57,23.95,27.97,172.8,0.58
2018.01,Serbia,13,17.22,3.2,3.38,31.26,29.55,129.74,0.77
2018.01,Brazil,14,16.26,4.06,4.17,24.61,23.95,215.96,0.46
2018.01,Belarus,15,16,4.98,4.6,20.07,21.72,298.55,0.33
2018.01,Montenegro,16,15.05,3.44,3.95,29.11,25.3,139.49,0.72
2018.01,Moldova,17,14.85,6.44,6.59,15.53,15.17,205.91,0.49
2018.01,Taiwan,18,14.35,1.44,1.77,69.22,56.5,87.29,1.15
2018.01,Albania,19,14.25,3.69,4.75,27.07,21.05,129.22,0.77
2018.01,Panama,20,14.14,8.21,7.96,12.19,12.57,113.8,0.88
2018.01,South Korea,21,14.05,1.79,1.86,55.73,53.72,98.21,1.02
2018.01,Israel,22,13.85,2.63,3.05,38.03,32.74,94.37,1.06
2018.01,Lebanon,23,13.72,5.02,5.92,19.93,16.88,121.26,0.82
2018.01,Armenia,24,13.58,6.66,5.64,15.02,17.74,194.54,0.51
2018.01,North Macedonia,25,13.55,3.92,3.73,25.53,26.8,122.45,0.82
2018.01,Tunisia,26,13.51,4.22,4.9,23.69,20.4,123.18,0.81
2018.01,Hungary,27,13.32,4.49,5.34,22.25,18.72,112.96,0.89
2018.01,Morocco,28,13.29,5.34,5.06,18.71,19.77,112.11,0.89
2018.01,Chile,29,13.09,4.37,4.33,22.89,23.1,101.35,0.99
2018.01,Indonesia,30,13.07,4.56,4.83,21.92,20.72,136.15,0.73
2018.01,Lithuania,31,13.02,3.97,4.22,25.19,23.7,79.1,1.26
2018.01,Ecuador,32,13,5.41,5.11,18.49,19.57,161.7,0.62
2018.01,Kazakhstan,33,12.84,6.26,5.95,15.98,16.82,229.86,0.44
2018.01,Czech Republic,34,12.73,3.74,4.08,26.76,24.49,77.39,1.29
2018.01,Dominican Republic,35,12.68,6.57,6.51,15.23,15.35,172.89,0.58
2018.01,Egypt,36,12.68,6.92,6.71,14.46,14.9,207.7,0.48
2018.01,Kosovo (Disputed Territory),37,12.67,3.68,4.89,27.14,20.44,109.4,0.91
2018.01,Japan,38,12.64,2.03,2.56,49.26,39.07,71,1.41
2018.01,Pakistan,39,12.48,4.43,4.11,22.55,24.32,159.56,0.63
2018.01,Bangladesh,40,12.46,3.84,3.41,26.06,29.3,161.59,0.62
2018.01,Iran,41,12.45,6.64,8.02,15.05,12.47,238.61,0.42
2018.01,Georgia,42,12.45,7.2,7.62,13.9,13.13,154.58,0.65
2018.01,Bosnia And Herzegovina,43,11.56,3.43,3.14,29.15,31.84,101.04,0.99
2018.01,Russia,44,11.44,6.28,6.46,15.93,15.49,154.85,0.65
2018.01,Luxembourg,45,11.18,3.94,3.97,25.36,25.19,67.59,1.48
2018.01,Croatia,46,11.09,3.59,3.73,27.87,26.8,90.62,1.1
2018.01,Switzerland,47,10.94,2.65,3,37.74,33.37,62.84,1.59
2018.01,Bolivia,48,10.83,5.59,6.09,17.89,16.42,95.61,1.05
2018.01,Argentina,49,10.68,4.2,4.2,23.8,23.79,286.2,0.35
2018.01,Sweden,50,10.52,2.61,3.37,38.37,29.67,63.02,1.59
2018.01,Portugal,51,10.01,5.53,6.36,18.09,15.71,65.58,1.52
2018.01,France,52,9.93,3.2,3.66,31.29,27.36,60.78,1.65
2018.01,Italy,53,9.88,3.54,4.28,28.25,23.35,63.15,1.58
2018.01,Slovakia,54,9.88,5.51,5.76,18.14,17.37,59.58,1.68
2018.01,Poland,55,9.77,4.91,5.28,20.39,18.92,69.57,1.44
2018.01,Latvia,56,9.77,5.17,5.42,19.35,18.45,64.59,1.55
2018.01,Malta,57,9.75,5.8,6.77,17.24,14.78,68.9,1.45
2018.01,India,58,9.73,3.05,3.78,32.78,26.44,112.15,0.89
2018.01,Malaysia,59,9.62,3.75,4.18,26.68,23.92,73.37,1.36
2018.01,Austria,60,9.58,3.6,3.87,27.8,25.87,58.7,1.7
2018.01,Greece,61,9.46,4,4.35,25,23.01,70.7,1.41
2018.01,United Kingdom,62,9.31,3.88,4.61,25.76,21.67,63.26,1.58
2018.01,Estonia,63,9.24,4.15,4.42,24.09,22.62,58.1,1.72
2018.01,Romania,64,9.1,4.82,4.84,20.76,20.65,62.5,1.6
2018.01,Turkey,65,8.95,5.21,6.14,19.19,16.29,123.62,0.81
2018.01,Norway,66,8.71,3.64,4.09,27.45,24.44,55.55,1.8
2018.01,Iraq,67,8.64,6.53,7.45,15.32,13.42,119.75,0.84
2018.01,Bulgaria,68,8.58,5.42,5.72,18.43,17.48,67.03,1.49
2018.01,Slovenia,69,8.38,4.15,4.09,24.08,24.45,59.03,1.69
2018.01,New Zealand,70,8.18,4.83,4.93,20.68,20.3,64.31,1.55
2018.01,Germany,71,8.05,3.57,3.9,28.04,25.61,48.33,2.07
2018.01,Spain,72,8,4.68,5.57,21.36,17.96,49.83,2.01
2018.01,Costa Rica,73,7.91,7.29,7.51,13.72,13.31,91.32,1.1
2018.01,Mexico,74,7.8,6.48,6.15,15.44,16.25,97.3,1.03
2018.01,Ireland,75,7.63,6.17,7.49,16.2,13.35,54.8,1.82
2018.01,Finland,76,7.49,3.75,4.56,26.69,21.92,43.31,2.31
