Year,Country,Property Price Rank,Price To Income Ratio,Gross Rental Yield City Centre,Gross Rental Yield Outside of Centre,Price To Rent Ratio City Centre,Price To Rent Ratio Outside Of City Centre,Mortgage As A Percentage Of Income,Affordability Index
2022.01,Bahrain,101,6.57,8.47,8.53,11.81,11.72,59.06,1.69
2022.01,Ireland,102,6.51,6.36,7.46,15.72,13.4,44.76,2.23
2022.01,Cyprus,103,6.4,6.98,8.03,14.33,12.46,40.74,2.45
2022.01,Iceland,104,6.36,6.15,6.76,16.26,14.8,49.88,2
2022.01,Qatar,105,6.18,7.97,6.82,12.55,14.66,45.89,2.18
2022.01,Palestine,106,4.88,7.71,8.16,12.97,12.26,46.24,2.16
2022.01,Oman,107,4.59,6.81,6.08,14.68,16.44,35.59,2.81
2022.01,United Arab Emirates,108,4.42,12.07,10.53,8.28,9.49,32.39,3.09
2022.01,Puerto Rico,109,4,7.24,7.15,13.81,13.98,31.2,3.21
2022.01,United States,110,3.96,7.99,10.81,12.51,9.25,28.53,3.5
2022.01,South Africa,111,3.07,10.86,11.81,9.21,8.46,34.15,2.93
2022.01,Saudi Arabia,112,2.79,7.26,7.07,13.77,14.15,20.51,4.88
2022.06,Syria,1,88.31,2.62,3.36,38.1,29.77,1097.89,0.09
2022.06,Ghana,2,78.52,15.86,0.37,6.3,272.07,2002.57,0.05
2022.06,Sri Lanka,3,44.39,3.22,2.27,31.06,44.08,657.34,0.15
2022.06,Hong Kong,4,42.59,1.61,1.76,61.94,56.68,266.62,0.38
2022.06,Jamaica,5,38.68,2.74,1.7,36.48,58.95,388.12,0.26
2022.06,China,6,38.43,1.63,1.62,61.31,61.76,309.62,0.32
2022.06,Cambodia,7,31.2,4.86,5.71,20.59,17.51,367.47,0.27
2022.06,Nepal,8,30.38,1.73,2.73,57.93,36.64,400.41,0.25
2022.06,Philippines,9,29.65,3.89,3.76,25.68,26.59,288.15,0.35
2022.06,Iran,10,28.62,5.66,6.12,17.68,16.33,586.53,0.17
2022.06,Kenya,11,26.86,1.54,4.27,64.92,23.43,376.05,0.27
2022.06,South Korea,12,26.51,0.81,1,123.73,99.62,184.39,0.54
2022.06,Ethiopia,13,25.54,11.3,6.48,8.85,15.43,425.78,0.23
2022.06,Vietnam,14,24.05,3.33,4.06,30.07,24.63,274.4,0.36
2022.06,Argentina,15,22.81,2.35,2.19,42.6,45.7,1033.41,0.1
2022.06,Nigeria,16,22.35,27.28,26.7,3.67,3.75,401.18,0.25
2022.06,Thailand,17,21.55,3.49,3.41,28.61,29.29,174.39,0.57
2022.06,Taiwan,18,19.73,1.66,1.77,60.11,56.36,117.24,0.85
2022.06,Peru,19,18.59,4.72,4.68,21.2,21.36,204.72,0.49
2022.06,Brazil,20,18.48,3.75,3.95,26.66,25.34,206.2,0.48
2022.06,Venezuela,21,18.27,7.25,6.96,13.8,14.37,426.53,0.23
2022.06,Uruguay,22,18.08,3.62,4.42,27.64,22.64,200.95,0.5
2022.06,Indonesia,23,17.81,4.13,4.6,24.23,21.75,201.7,0.5
2022.06,Belarus,24,17.45,4.19,4.47,23.84,22.37,337.13,0.3
2022.06,Colombia,25,16.9,4.95,5.08,20.19,19.67,212.21,0.47
2022.06,Russia,26,16.89,3.33,3.94,30.02,25.41,205.81,0.49
2022.06,Paraguay,27,16.86,5.49,5.5,18.22,18.17,224.59,0.45
2022.06,Singapore,28,16.78,2.57,3.66,38.87,27.35,103.02,0.97
2022.06,Armenia,29,16.68,6.56,8.77,15.24,11.41,221.14,0.45
2022.06,Albania,30,15.8,4.12,5.08,24.29,19.68,123.84,0.81
2022.06,El Salvador,31,15.63,7.48,7.36,13.37,13.59,176.58,0.57
2022.06,Algeria,32,15.27,3.35,3.71,29.89,26.96,137.09,0.73
2022.06,Mongolia,33,15.18,5.96,5.25,16.77,19.06,161.32,0.62
2022.06,Chile,34,15.12,4.38,4.45,22.85,22.45,123.83,0.81
2022.06,Dominican Republic,35,15.12,6.73,5.42,14.87,18.46,200.56,0.5
2022.06,Czech Republic,36,14.93,2.9,2.93,34.43,34.16,108.75,0.92
2022.06,Serbia,37,14.8,2.99,3.14,33.47,31.82,106.08,0.94
2022.06,Kyrgyzstan,38,14.6,7.15,5.89,13.98,16.98,228.28,0.44
2022.06,Uzbekistan,39,14.58,7.16,9.33,13.97,10.72,296.73,0.34
2022.06,Azerbaijan,40,14.14,4.14,5.13,24.14,19.49,160.26,0.62
2022.06,Luxembourg,41,13.95,2.99,3.26,33.43,30.69,84.26,1.19
2022.06,Poland,42,13.49,3.4,4.08,29.4,24.49,111.79,0.89
2022.06,Pakistan,43,13.35,4.43,5.28,22.59,18.92,183.44,0.55
2022.06,Montenegro,44,13.31,4.81,4.79,20.77,20.89,108.69,0.92
2022.06,Israel,45,13.26,3.24,3.19,30.87,31.33,92.14,1.09
2022.06,Hungary,46,13.22,3.46,3.62,28.93,27.65,113.51,0.88
2022.06,Morocco,47,13.16,4.48,4.93,22.33,20.29,104.73,0.95
2022.06,Croatia,48,13.16,3.08,3.14,32.42,31.82,91.98,1.09
2022.06,Portugal,49,12.97,5.19,5.85,19.25,17.09,79.61,1.26
2022.06,Malta,50,12.93,5.1,5.65,19.62,17.71,95.17,1.05
2022.06,North Macedonia,51,12.75,3.46,3.32,28.93,30.08,100.31,1
2022.06,Lebanon,52,12.67,5.49,5.96,18.21,16.78,128.23,0.78
2022.06,Georgia,53,12.26,9.31,11.64,10.74,8.59,165.86,0.6
2022.06,Lithuania,54,12.19,3.88,4.04,25.8,24.74,76.57,1.31
2022.06,Greece,55,12.08,4.21,4.38,23.74,22.81,90.05,1.11
2022.06,Slovakia,56,12,3.96,4.18,25.27,23.92,69.4,1.44
2022.06,Turkey,57,11.91,5.59,5.69,17.9,17.58,244.63,0.41
2022.06,Bangladesh,58,11.87,3.3,3.55,30.27,28.19,128.79,0.78
2022.06,France,59,11.85,2.83,3.01,35.33,33.17,68.49,1.46
2022.06,Ecuador,60,11.8,5.71,5.23,17.51,19.12,134.09,0.75
2022.06,Kosovo (Disputed Territory),61,11.78,4.44,5.38,22.5,18.59,93.08,1.07
2022.06,Slovenia,62,11.7,3.51,3.81,28.47,26.26,74.48,1.34
2022.06,Guatemala,63,11.42,8.46,9.05,11.82,11.05,116.53,0.86
2022.06,Ukraine,64,11.31,6.42,6.7,15.58,14.92,176.66,0.57
2022.06,Panama,65,11.28,8,7.8,12.49,12.83,95.96,1.04
2022.06,Kuwait,66,11.19,3.58,5.1,27.91,19.59,90.53,1.1
2022.06,Tunisia,67,11.15,5.09,5.14,19.63,19.44,128.68,0.78
2022.06,Romania,68,11.1,4.2,4.15,23.81,24.11,94.24,1.06
2022.06,Italy,69,11.1,3.75,4.84,26.69,20.66,65.34,1.53
2022.06,Egypt,70,11.07,6.8,7.02,14.7,14.24,147.49,0.68
2022.06,Austria,71,10.88,3.11,3.44,32.12,29.06,65.81,1.52
2022.06,Moldova,72,10.86,5.55,5.88,18.01,17,113.58,0.88
2022.06,Mauritius,73,10.71,6.63,5.41,15.08,18.47,95.17,1.05
2022.06,Germany,74,10.6,2.79,2.87,35.79,34.84,63.73,1.57
2022.06,Japan,75,10.49,2.53,2.81,39.6,35.58,60.22,1.66
2022.06,Bosnia And Herzegovina,76,10.35,3.03,2.97,33.02,33.67,72.35,1.38
2022.06,Estonia,77,10.06,3.77,3.94,26.55,25.39,62.68,1.6
2022.06,Costa Rica,78,10,6.37,5.84,15.71,17.12,111.07,0.9
2022.06,Bolivia,79,9.92,5.68,6.05,17.61,16.52,100.06,1
2022.06,Bulgaria,80,9.59,4.39,4.92,22.76,20.34,65.53,1.53
2022.06,Kazakhstan,81,9.58,7.43,6.87,13.46,14.57,141.56,0.71
2022.06,Sweden,82,9.52,2.91,3.52,34.33,28.37,58.59,1.71
2022.06,Canada,83,8.91,3.61,4.24,27.74,23.57,71.34,1.4
2022.06,Honduras,84,8.88,7.81,5.61,12.81,17.83,113.02,0.88
2022.06,Switzerland,85,8.86,2.93,3.33,34.12,30.06,51.12,1.96
2022.06,Malaysia,86,8.67,4.06,4.78,24.65,20.92,63.28,1.58
2022.06,Iraq,87,8.53,5.88,6.96,17.02,14.37,93.96,1.06
2022.06,Mexico,88,8.25,7.92,7.06,12.62,14.17,102.2,0.98
2022.06,Jordan,89,8.18,5.65,6.48,17.71,15.42,80.85,1.24
2022.06,New Zealand,90,8.01,4.34,4.82,23.07,20.76,58.69,1.7
2022.06,United Kingdom,91,7.99,4.72,4.59,21.21,21.8,53.51,1.87
2022.06,Norway,92,7.83,3.86,4.15,25.91,24.08,50.82,1.97
2022.06,Latvia,93,7.66,4.46,5.42,22.44,18.45,49.13,2.04
2022.06,Finland,94,7.54,3.55,4.64,28.19,21.56,43.24,2.31
2022.06,Spain,95,7.49,5.04,6.48,19.85,15.44,46.72,2.14
2022.06,India,96,7.44,3.15,4.2,31.71,23.82,76.59,1.31
2022.06,Netherlands,97,7.36,4.5,5.03,22.21,19.88,44.64,2.24
2022.06,Ireland,98,6.97,7.52,8.58,13.31,11.65,47.93,2.09
2022.06,Qatar,99,6.95,7.3,6.2,13.7,16.14,49.94,2
2022.06,Iceland,100,6.8,5.32,5.77,18.8,17.33,54.84,1.82
2022.06,Cyprus,101,6.76,8.01,8.95,12.49,11.18,43.37,2.31
2022.06,Belgium,102,6.6,4.73,4.74,21.14,21.08,39.09,2.56
2022.06,Denmark,103,6.3,4.56,4.75,21.92,21.04,36.89,2.71
2022.06,Myanmar,104,6.06,16.07,42.24,6.22,2.37,82.23,1.22
2022.06,Bahrain,105,5.74,10.15,9.72,9.86,10.29,50.66,1.97
2022.06,Australia,106,5.6,5.1,5.37,19.59,18.62,37.63,2.66
2022.06,Palestine,107,5.31,7.32,8.38,13.66,11.94,49.62,2.02
2022.06,Oman,108,4.59,6.87,6.87,14.56,14.55,35.88,2.79
2022.06,United States,109,4.58,7.79,11.86,12.84,8.44,37.41,2.67
2022.06,Puerto Rico,110,4.2,10.15,8.07,9.85,12.39,32.61,3.07
2022.06,South Africa,111,3.25,10.45,12.04,9.57,8.3,33.58,2.98
2022.06,United Arab Emirates,112,2.91,12.61,11.22,7.93,8.91,20.51,4.88
2022.06,Saudi Arabia,113,2.87,6.87,7.07,14.56,14.15,21.25,4.71
2023.01,Syria,1,86.7,3.1,3.7,32.2,27.3,1089.3,0.1
2023.01,Ghana,2,78.6,17,0.4,5.9,255.1,1937.5,0.1
2023.01,Hong Kong (China),3,44.9,1.7,1.7,58.6,58.8,286.8,0.3
2023.01,Sri Lanka,4,40.8,3.3,2.1,30.4,46.7,663.5,0.2
2023.01,China,5,34.6,1.6,1.6,60.9,63.4,275.1,0.4
2023.01,Nepal,6,32.8,1.7,2.5,59.2,40.7,444.5,0.2
2023.01,Cambodia,7,32.5,4.8,5.1,20.9,19.6,398.7,0.3
2023.01,Philippines,8,30.1,3.5,3.7,28.8,26.9,287.7,0.3
2023.01,Nigeria,9,28.2,29.4,15.7,3.4,6.4,507.8,0.2
2023.01,Ethiopia,10,26.4,10.9,6.8,9.1,14.8,445.7,0.2
2023.01,South Korea,11,26,0.9,1,115.1,98.6,182.2,0.5
2023.01,Iran,12,24.4,5.9,6.3,16.9,16,508,0.2
2023.01,Thailand,13,24,3.2,3.1,31.5,32.5,195.2,0.5
2023.01,Vietnam,14,23.5,3.3,3.8,30.1,26.6,271,0.4
2023.01,Argentina,15,22.7,2.4,2.3,41.1,43.8,1058.3,0.1
2023.01,Taiwan (China),16,20.1,1.5,1.7,64.9,57.6,119.4,0.8
2023.01,Peru,17,19,4.8,4.5,20.6,22.2,203.8,0.5
2023.01,Venezuela,18,18.9,7.9,6.2,12.6,16.2,471.6,0.2
2023.01,Indonesia,19,18.5,4.1,4.8,24.2,20.8,207.9,0.5
2023.01,Brazil,20,18.3,3.9,4.1,25.6,24.3,206.3,0.5
2023.01,Lebanon,21,18.3,5.6,6.5,17.9,15.5,197.7,0.5
2023.01,Mongolia,22,17.6,5,5.7,20,17.6,180.8,0.6
2023.01,Colombia,23,17.5,4.8,4.8,21,21,222.1,0.5
2023.01,Armenia,24,17.2,8.5,11.8,11.8,8.4,232.8,0.4
2023.01,Russia,25,16.3,3.9,3.8,25.3,26.6,194.6,0.5
2023.01,Kenya,26,16,3.5,4.6,28.5,21.7,216.9,0.5
2023.01,Algeria,27,16,3.4,3.7,29.6,27.1,143.2,0.7
2023.01,Serbia,28,15.9,3.9,4,25.8,25.1,115.8,0.9
2023.01,Dominican Republic,29,15.8,7.9,5.5,12.7,18.2,210,0.5
2023.01,Albania,30,15.7,4.3,5.2,23.1,19.1,122.3,0.8
2023.01,Chile,31,15.6,4.5,4.4,22.3,22.7,130.4,0.8
2023.01,Singapore,32,15.5,3.3,4.7,30.4,21.3,100.7,1
2023.01,Czech Republic,33,14.9,3,3,33.7,32.9,118.5,0.8
2023.01,Hungary,34,14.6,3.2,3.4,31.3,29.4,134.6,0.7
2023.01,Azerbaijan,35,14.5,4.7,5.2,21.1,19.1,158.8,0.6
2023.01,Kyrgyzstan,36,14.3,8.8,6.7,11.4,15,249.9,0.4
2023.01,Morocco,37,14.2,4.6,5,21.7,19.8,111.2,0.9
2023.01,Kosovo (Disputed Territory),38,14.1,4.1,5.6,24.2,18,110.2,0.9
2023.01,Uzbekistan,39,14.1,8.2,10.7,12.2,9.4,291.1,0.3
2023.01,Israel,40,14.1,2.8,2.9,35.1,34.5,98.5,1
2023.01,Pakistan,41,13.9,4.7,5.3,21.4,18.9,201.1,0.5
2023.01,Belarus,42,13.8,4.8,4.9,20.9,20.4,272.9,0.4
2023.01,Uruguay,43,13.7,4.1,4.8,24.4,20.7,156.9,0.6
2023.01,Georgia,44,13.3,10,12.1,10,8.3,177.4,0.6
2023.01,Poland,45,13.3,3.7,4.4,27.2,23,122.6,0.8
2023.01,North Macedonia,46,13.3,3.5,3.4,28.8,29.5,103,1
2023.01,Slovakia,47,13.2,3.8,3.9,26,25.8,77.3,1.3
2023.01,Croatia,48,13.2,3.2,3.2,31.7,31.2,91.3,1.1
2023.01,Montenegro,49,13.1,5.3,5.1,18.8,19.6,104.6,1
2023.01,Lithuania,50,12.7,4,4,25.3,25.2,80.6,1.2
2023.01,Turkey,51,12.6,5.6,6.1,17.8,16.5,267.7,0.4
2023.01,Portugal,52,12.6,5.4,6,18.4,16.7,78,1.3
2023.01,Bangladesh,53,12.6,3.2,3.6,31.3,28,139.4,0.7
2023.01,Ukraine,54,12.2,5.8,5.9,17.3,17.1,194.1,0.5
2023.01,Moldova,55,12.1,5.3,6.1,18.7,16.3,139.6,0.7
2023.01,Slovenia,56,12.1,3.6,3.7,28.1,26.7,77.3,1.3
2023.01,Malta,57,12.1,5.3,5.6,18.8,18,88.7,1.1
2023.01,Egypt,58,12,6.8,7,14.7,14.3,162,0.6
2023.01,Guatemala,59,11.9,7.9,8.2,12.6,12.3,121.4,0.8
2023.01,Tunisia,60,11.9,4.9,4.9,20.5,20.3,144.8,0.7
2023.01,Estonia,61,11.8,3.4,3.7,29.1,26.9,73.8,1.4
2023.01,France,62,11.8,2.8,2.9,36.2,34,68.6,1.5
2023.01,Greece,63,11.5,4.3,4.5,23.1,22.5,85.7,1.2
2023.01,Kuwait,64,11.5,3.1,4.7,32.5,21.2,90.7,1.1
2023.01,Luxembourg,65,11.5,3,3.3,33.5,30.6,69,1.4
2023.01,Bosnia And Herzegovina,66,11.4,2.9,2.9,34.7,34.5,79.5,1.3
2023.01,Ecuador,67,11.1,6.4,5.4,15.7,18.7,126.5,0.8
2023.01,Romania,68,10.9,4,4.1,24.9,24.4,95.4,1
2023.01,Germany,69,10.7,2.8,2.9,35.9,34.6,65.9,1.5
2023.01,Bolivia,70,10.5,5.7,5.9,17.5,16.9,99.7,1
2023.01,Austria,71,10.3,2.9,3.3,34,30.4,62.1,1.6
2023.01,Japan,72,10.3,2.5,2.8,40.7,35.7,59.1,1.7
2023.01,Panama,73,10.2,9.1,8.1,11,12.3,86.9,1.2
2023.01,Sweden,74,9.9,2.8,3.4,36,29.1,61.7,1.6
2023.01,Kazakhstan,75,9.7,8.8,8.4,11.4,12,148.3,0.7
2023.01,Switzerland,76,9.7,2.8,3.2,35.9,31.2,56.1,1.8
2023.01,Italy,77,9.7,3.9,4.9,25.5,20.2,57.5,1.7
2023.01,Costa Rica,78,9.5,6.5,6.6,15.3,15.3,106.6,0.9
2023.01,Canada,79,9.4,3.7,4.3,27,23,77.6,1.3
2023.01,India,80,9.2,3.2,4.2,31.6,23.9,94.9,1.1
2023.01,Bulgaria,81,9.2,4.5,5,22.4,20,62.9,1.6
2023.01,New Zealand,82,9,4,4.3,25.1,23.3,67.6,1.5
2023.01,Honduras,83,8.9,7.4,5.8,13.4,17.3,117.7,0.8
2023.01,Mexico,84,8.4,7.8,7.4,12.7,13.5,104.6,1
2023.01,United Kingdom,85,8.3,4.4,4.6,22.5,21.8,56.4,1.8
2023.01,Norway,86,8.1,3.6,4,27.9,24.9,53.3,1.9
2023.01,Iraq,87,8.1,6.5,7.9,15.4,12.7,89.7,1.1
2023.01,Latvia,88,8.1,4.3,5,23.1,20.1,51.3,1.9
2023.01,Malaysia,89,8.1,4.4,5,22.9,20.1,58.1,1.7
2023.01,Finland,90,7.8,3.3,4.4,30,22.7,44.9,2.2
2023.01,Spain,91,7.8,4.8,6.2,20.7,16.2,48.5,2.1
2023.01,Australia,92,7.5,4.6,4.8,21.8,20.9,54.7,1.8
2023.01,Jordan,93,7.4,5.8,6.7,17.2,14.8,72.5,1.4
2023.01,Ireland,94,7.3,6.8,8.1,14.7,12.3,50.2,2
2023.01,Netherlands,95,7.2,4.7,5.1,21.3,19.5,45.1,2.2
2023.01,Iceland,96,7,5.4,6,18.6,16.5,57.1,1.8
2023.01,Cyprus,97,6.8,9.4,10.2,10.7,9.8,44.2,2.3
2023.01,Denmark,98,6.6,4.4,4.6,22.7,21.9,38.8,2.6
2023.01,Belgium,99,6.5,4.7,4.8,21.1,20.7,39,2.6
2023.01,Palestine,100,5.6,7.6,8.1,13.2,12.3,50.6,2
2023.01,Qatar,101,5.3,7.7,7.8,13,12.9,38.4,2.6
2023.01,Puerto Rico,102,4.5,10.9,9.4,9.2,10.6,34.8,2.9
2023.01,United States,103,4.5,8.2,9.6,12.2,10.4,36.4,2.8
2023.01,Oman,104,3.6,7.2,6.8,13.9,14.6,28,3.6
2023.01,South Africa,105,3.4,9.9,11.2,10.1,8.9,36,2.8
2023.01,Saudi Arabia,106,3,6.9,7.2,14.5,13.9,22,4.5
2023.01,United Arab Emirates,107,3,12.2,10.4,8.2,9.6,20.8,4.8
