country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,Sectors,event_correlation_score,country_a_id_fk
156,1995,1991,28,3,0.9778753333333333,1,4.2867252,"['Trade Sector', 'Unknown']",0,126
110,1995,1990,28,3,0.97786,1,4.286716,"['Trade Sector', 'Unknown']",0,126
215,1995,1995,28,3,0.9775306666666667,1,4.2865184,"['Trade Sector', 'Unknown']",0,126
236,1995,1991,28,3,0.977386,1,4.2864316,"['Trade Sector', 'Unknown']",0,126
98,1995,1995,28,3,0.9772728571428572,1,4.286363714285715,"['Trade Sector', 'Unknown']",0,126
177,1995,1995,28,3,0.9771746666666666,1,4.2863048,"['Trade Sector', 'Unknown']",0,126
156,1995,1992,28,3,0.9771306666666667,1,4.2862784000000005,"['Trade Sector', 'Unknown']",0,126
58,1995,1994,28,3,0.9771053333333334,1,4.2862632000000005,"['Trade Sector', 'Unknown']",0,126
216,1995,1992,28,3,0.9768906666666666,1,4.2861344,"['Trade Sector', 'Unknown']",0,126
110,1995,1991,28,3,0.9766966666666667,1,4.286018,"['Trade Sector', 'Unknown']",0,126
236,1995,1990,28,3,0.9765053333333333,1,4.2859032,"['Trade Sector', 'Unknown']",0,126
106,1995,1995,28,3,0.9764466666666667,1,4.285868,"['Trade Sector', 'Unknown']",0,126
153,1995,1991,28,3,0.9761933333333334,1,4.285716,"['Trade Sector', 'Unknown']",0,126
216,1995,1994,28,3,0.9760373333333334,1,4.2856224,"['Trade Sector', 'Unknown']",0,126
74,1995,1990,28,3,0.9759406666666667,1,4.2855644,"['Trade Sector', 'Unknown']",0,126
177,1995,1991,28,3,0.9754353333333334,1,4.2852612,"['Trade Sector', 'Unknown']",0,126
81,1995,1993,28,3,0.9754226666666667,1,4.2852536,"['Trade Sector', 'Unknown']",0,126
177,1995,1990,28,3,0.975198,1,4.2851188,"['Trade Sector', 'Unknown']",0,126
106,1995,1992,28,3,0.9749153333333334,1,4.2849492,"['Trade Sector', 'Unknown']",0,126
110,1995,1992,28,3,0.9748140000000001,1,4.2848884,"['Trade Sector', 'Unknown']",0,126
74,1995,1991,28,3,0.9742666666666666,1,4.28456,"['Trade Sector', 'Unknown']",0,126
215,1995,1990,28,3,0.9740186666666666,1,4.2844112,"['Trade Sector', 'Unknown']",0,126
236,1995,1994,28,3,0.9739186666666666,1,4.2843512,"['Trade Sector', 'Unknown']",0,126
177,1995,1992,28,3,0.973902,1,4.2843412,"['Trade Sector', 'Unknown']",0,126
104,1995,1990,28,3,0.973756,1,4.2842536,"['Trade Sector', 'Unknown']",0,126
58,1995,1993,28,3,0.9732026666666668,1,4.2839216,"['Trade Sector', 'Unknown']",0,126
21,1995,1992,28,3,0.9731533333333334,1,4.283892,"['Trade Sector', 'Unknown']",0,126
215,1995,1994,28,3,0.973036,1,4.2838216000000005,"['Trade Sector', 'Unknown']",0,126
177,1995,1994,28,3,0.972978,1,4.2837868,"['Trade Sector', 'Unknown']",0,126
236,1995,1993,28,3,0.972978,1,4.2837868,"['Trade Sector', 'Unknown']",0,126
58,1995,1992,28,3,0.9729726666666667,1,4.2837836000000005,"['Trade Sector', 'Unknown']",0,126
228,1995,1995,28,3,0.9728946666666667,1,4.2837368,"['Trade Sector', 'Unknown']",0,126
21,1995,1991,28,3,0.972546,1,4.2835276,"['Trade Sector', 'Unknown']",0,126
216,1995,1993,28,3,0.9724866666666666,1,4.283492,"['Trade Sector', 'Unknown']",0,126
58,1995,1990,28,3,0.9722106666666668,1,4.2833264,"['Trade Sector', 'Unknown']",0,126
215,1995,1991,28,3,0.9718986666666666,1,4.2831392,"['Trade Sector', 'Unknown']",0,126
74,1995,1992,28,3,0.9717853333333333,1,4.2830712,"['Trade Sector', 'Unknown']",0,126
13,1995,1995,28,3,0.9716073333333334,1,4.2829644,"['Trade Sector', 'Unknown']",0,126
21,1995,1990,28,3,0.971524,1,4.2829144,"['Trade Sector', 'Unknown']",0,126
106,1995,1994,28,3,0.9715206666666667,1,4.2829124,"['Trade Sector', 'Unknown']",0,126
13,1995,1993,28,3,0.9712853333333332,1,4.2827712,"['Trade Sector', 'Unknown']",0,126
215,1995,1992,28,3,0.9711786666666666,1,4.2827072,"['Trade Sector', 'Unknown']",0,126
58,1995,1991,28,3,0.9711219999999999,1,4.2826732,"['Trade Sector', 'Unknown']",0,126
98,1995,1994,28,3,0.9708657142857142,1,4.282519428571429,"['Trade Sector', 'Unknown']",0,126
21,1995,1993,28,3,0.9706106666666667,1,4.2823664,"['Trade Sector', 'Unknown']",0,126
104,1995,1991,28,3,0.9705986666666667,1,4.2823592,"['Trade Sector', 'Unknown']",0,126
110,1995,1995,28,3,0.9702373333333334,1,4.282142400000001,"['Trade Sector', 'Unknown']",0,126
153,1995,1992,28,3,0.9702173333333334,1,4.2821304,"['Trade Sector', 'Unknown']",0,126
215,1995,1993,28,3,0.9692366666666667,1,4.281542,"['Trade Sector', 'Unknown']",0,126
106,1995,1991,28,3,0.969226,1,4.2815356,"['Trade Sector', 'Unknown']",0,126
98,1995,1993,28,3,0.9692057142857143,1,4.281523428571429,"['Trade Sector', 'Unknown']",0,126
177,1995,1993,28,3,0.9688746666666667,1,4.2813248,"['Trade Sector', 'Unknown']",0,126
104,1995,1992,28,3,0.9686873333333333,1,4.2812124,"['Trade Sector', 'Unknown']",0,126
13,1995,1994,28,3,0.9680213333333333,1,4.2808128,"['Trade Sector', 'Unknown']",0,126
156,1995,1993,28,3,0.9678873333333333,1,4.2807324,"['Trade Sector', 'Unknown']",0,126
98,1995,1992,28,3,0.9678857142857142,1,4.280731428571428,"['Trade Sector', 'Unknown']",0,126
110,1995,1993,28,3,0.96786,1,4.280716,"['Trade Sector', 'Unknown']",0,126
106,1995,1993,28,3,0.9676033333333333,1,4.280562,"['Trade Sector', 'Unknown']",0,126
110,1995,1994,28,3,0.9670033333333333,1,4.280202,"['Trade Sector', 'Unknown']",0,126
228,1995,1994,28,3,0.9667573333333334,1,4.2800544,"['Trade Sector', 'Unknown']",0,126
106,1995,1990,28,3,0.965936,1,4.2795616,"['Trade Sector', 'Unknown']",0,126
98,1995,1991,28,3,0.9646785714285714,1,4.2788071428571435,"['Trade Sector', 'Unknown']",0,126
228,1995,1991,28,3,0.9633120000000001,1,4.2779872,"['Trade Sector', 'Unknown']",0,126
228,1995,1992,28,3,0.962892,1,4.2777352,"['Trade Sector', 'Unknown']",0,126
74,1995,1993,28,3,0.9606766666666666,1,4.276406,"['Trade Sector', 'Unknown']",0,126
235,1995,1990,28,3,0.9605453333333334,1,4.2763272,"['Trade Sector', 'Unknown']",0,126
153,1995,1993,28,3,0.9598113333333332,1,4.2758868,"['Trade Sector', 'Unknown']",0,126
228,1995,1990,28,3,0.9594726666666666,1,4.2756836,"['Trade Sector', 'Unknown']",0,126
235,1995,1991,28,3,0.958136,1,4.2748816000000005,"['Trade Sector', 'Unknown']",0,126
153,1995,1995,28,3,0.95761,1,4.274566,"['Trade Sector', 'Unknown']",0,126
153,1995,1994,28,3,0.9572293333333334,1,4.2743376,"['Trade Sector', 'Unknown']",0,126
53,1995,1995,28,3,0.956856923076923,1,4.2741141538461545,"['Trade Sector', 'Unknown']",0,126
235,1995,1992,28,3,0.9559746666666666,1,4.2735848,"['Trade Sector', 'Unknown']",0,126
104,1995,1993,28,3,0.9534886666666667,1,4.2720932000000005,"['Trade Sector', 'Unknown']",0,126
228,1995,1993,28,3,0.9505206666666666,1,4.2703124,"['Trade Sector', 'Unknown']",0,126
74,1995,1995,28,3,0.9493666666666667,1,4.26962,"['Trade Sector', 'Unknown']",0,126
52,1995,1995,28,3,0.9472328571428571,1,4.268339714285714,"['Trade Sector', 'Unknown']",0,126
235,1995,1993,28,3,0.94664,1,4.267984,"['Trade Sector', 'Unknown']",0,126
235,1995,1995,28,3,0.9432386666666666,1,4.2659432,"['Trade Sector', 'Unknown']",0,126
235,1995,1994,28,3,0.9414726666666666,1,4.2648836,"['Trade Sector', 'Unknown']",0,126
104,1995,1994,28,3,0.9369573333333333,1,4.2621744,"['Trade Sector', 'Unknown']",0,126
104,1995,1995,28,3,0.9350946666666666,1,4.2610568,"['Trade Sector', 'Unknown']",0,126
52,1995,1994,28,3,0.9336857142857143,1,4.260211428571429,"['Trade Sector', 'Unknown']",0,126
52,1995,1992,28,3,0.9269,1,4.25614,"['Trade Sector', 'Unknown']",0,126
52,1995,1993,28,3,0.9164471428571429,1,4.249868285714286,"['Trade Sector', 'Unknown']",0,126
202,1995,1995,27,3,0.99303,1,4.195818,"['Trade Sector', 'Unknown']",0,126
120,1995,1995,27,3,0.9920346153846153,1,4.195220769230769,"['Trade Sector', 'Unknown']",0,126
176,1995,1993,27,3,0.9895428571428572,1,4.193725714285715,"['Trade Sector', 'Unknown']",0,126
176,1995,1994,27,3,0.9887342857142857,1,4.193240571428571,"['Trade Sector', 'Unknown']",0,126
176,1995,1995,27,3,0.9883714285714286,1,4.193022857142857,"['Trade Sector', 'Unknown']",0,126
120,1995,1996,27,3,0.9878661538461538,1,4.192719692307692,"['Trade Sector', 'Unknown']",0,126
57,1995,1995,27,3,0.9872942857142857,1,4.1923765714285715,"['Trade Sector', 'Unknown']",0,126
13,1995,1990,27,3,0.9870973333333333,1,4.1922584,"['Trade Sector', 'Unknown']",0,126
202,1995,1996,27,3,0.9867600000000001,1,4.192056,"['Trade Sector', 'Unknown']",0,126
181,1995,1996,27,3,0.9863,1,4.19178,"['Trade Sector', 'Unknown']",0,126
57,1995,1994,27,3,0.9854942857142858,1,4.1912965714285715,"['Trade Sector', 'Unknown']",0,126
181,1995,1995,27,3,0.9852953846153846,1,4.191177230769231,"['Trade Sector', 'Unknown']",0,126
57,1995,1993,27,3,0.9851542857142856,1,4.191092571428571,"['Trade Sector', 'Unknown']",0,126
13,1995,1991,27,3,0.9846766666666666,1,4.190806,"['Trade Sector', 'Unknown']",0,126
216,1995,1990,27,3,0.9841420000000001,1,4.1904852,"['Trade Sector', 'Unknown']",0,126
176,1995,1996,27,3,0.9833457142857143,1,4.190007428571429,"['Trade Sector', 'Unknown']",0,126
216,1995,1995,27,3,0.9833106666666666,1,4.1899864,"['Trade Sector', 'Unknown']",0,126
81,1995,1995,27,3,0.98245,1,4.18947,"['Trade Sector', 'Unknown']",0,126
203,1995,1995,27,3,0.9822038461538463,1,4.189322307692308,"['Trade Sector', 'Unknown']",0,126
81,1995,1990,27,3,0.981558,1,4.1889348,"['Trade Sector', 'Unknown']",0,126
34,1995,1996,27,3,0.9814438461538462,1,4.188866307692308,"['Trade Sector', 'Unknown']",0,126
106,1995,1993,27,3,0.9813480000000001,1,4.1888088,"['Trade Sector', 'Unknown']",0,126
21,1995,1995,27,3,0.9807819999999999,1,4.1884692,"['Trade Sector', 'Unknown']",0,126
13,1995,1992,27,3,0.980706,1,4.1884236,"['Trade Sector', 'Unknown']",0,126
81,1995,1991,27,3,0.9806,1,4.18836,"['Trade Sector', 'Unknown']",0,126
236,1995,1993,27,3,0.98053,1,4.188318,"['Trade Sector', 'Unknown']",0,126
216,1995,1991,27,3,0.9804566666666668,1,4.188274,"['Trade Sector', 'Unknown']",0,126
14,1995,1995,27,3,0.9803746153846155,1,4.18822476923077,"['Trade Sector', 'Unknown']",0,126
34,1995,1995,27,3,0.9803007692307693,1,4.188180461538462,"['Trade Sector', 'Unknown']",0,126
81,1995,1994,27,3,0.9797499999999999,1,4.18785,"['Trade Sector', 'Unknown']",0,126
177,1995,1995,27,3,0.9795573333333334,1,4.1877344,"['Trade Sector', 'Unknown']",0,126
81,1995,1993,27,3,0.9795373333333333,1,4.1877224,"['Trade Sector', 'Unknown']",0,126
236,1995,1992,27,3,0.9794913333333334,1,4.1876948,"['Trade Sector', 'Unknown']",0,126
81,1995,1992,27,3,0.9793726666666667,1,4.1876236,"['Trade Sector', 'Unknown']",0,126
216,1995,1994,27,3,0.978846,1,4.1873076000000005,"['Trade Sector', 'Unknown']",0,126
106,1995,1994,27,3,0.9787013333333333,1,4.1872208,"['Trade Sector', 'Unknown']",0,126
153,1995,1990,27,3,0.9786826666666666,1,4.1872096,"['Trade Sector', 'Unknown']",0,126
156,1995,1993,27,3,0.9785466666666667,1,4.187128,"['Trade Sector', 'Unknown']",0,126
216,1995,1996,27,3,0.9782113333333334,1,4.1869268,"['Trade Sector', 'Unknown']",0,126
216,1995,1992,27,3,0.9781946666666667,1,4.1869168000000005,"['Trade Sector', 'Unknown']",0,126
236,1995,1991,27,3,0.978054,1,4.1868324,"['Trade Sector', 'Unknown']",0,126
58,1995,1995,27,3,0.9775366666666667,1,4.186522,"['Trade Sector', 'Unknown']",0,126
57,1995,1996,27,3,0.9775271428571429,1,4.186516285714286,"['Trade Sector', 'Unknown']",0,126
156,1995,1992,27,3,0.9774846666666667,1,4.1864908,"['Trade Sector', 'Unknown']",0,126
58,1995,1994,27,3,0.97747,1,4.186482,"['Trade Sector', 'Unknown']",0,126
236,1995,1990,27,3,0.977414,1,4.1864484,"['Trade Sector', 'Unknown']",0,126
236,1995,1995,27,3,0.9774133333333334,1,4.186448,"['Trade Sector', 'Unknown']",0,126
106,1995,1995,27,3,0.9772933333333333,1,4.186376,"['Trade Sector', 'Unknown']",0,126
110,1995,1990,27,3,0.9772906666666666,1,4.1863744,"['Trade Sector', 'Unknown']",0,126
156,1995,1990,27,3,0.977162,1,4.1862972,"['Trade Sector', 'Unknown']",0,126
236,1995,1994,27,3,0.9770506666666666,1,4.1862304,"['Trade Sector', 'Unknown']",0,126
153,1995,1991,27,3,0.9769786666666666,1,4.1861872,"['Trade Sector', 'Unknown']",0,126
216,1995,1993,27,3,0.9769533333333332,1,4.186172,"['Trade Sector', 'Unknown']",0,126
21,1995,1994,27,3,0.9769033333333332,1,4.186142,"['Trade Sector', 'Unknown']",0,126
156,1995,1991,27,3,0.9766999999999999,1,4.18602,"['Trade Sector', 'Unknown']",0,126
106,1995,1992,27,3,0.9764266666666667,1,4.185856,"['Trade Sector', 'Unknown']",0,126
177,1995,1996,27,3,0.9763806666666667,1,4.1858284,"['Trade Sector', 'Unknown']",0,126
13,1995,1993,27,3,0.9761233333333333,1,4.185674000000001,"['Trade Sector', 'Unknown']",0,126
58,1995,1993,27,3,0.9757993333333332,1,4.1854796,"['Trade Sector', 'Unknown']",0,126
98,1995,1995,27,3,0.9757771428571428,1,4.185466285714286,"['Trade Sector', 'Unknown']",0,126
110,1995,1991,27,3,0.9757313333333334,1,4.1854388,"['Trade Sector', 'Unknown']",0,126
74,1995,1990,27,3,0.9755953333333333,1,4.1853572,"['Trade Sector', 'Unknown']",0,126
215,1995,1995,27,3,0.9753740000000001,1,4.1852244,"['Trade Sector', 'Unknown']",0,126
110,1995,1993,27,3,0.9749833333333334,1,4.18499,"['Trade Sector', 'Unknown']",0,126
110,1995,1992,27,3,0.9749166666666668,1,4.184950000000001,"['Trade Sector', 'Unknown']",0,126
14,1995,1996,27,3,0.9748699999999999,1,4.184922,"['Trade Sector', 'Unknown']",0,126
104,1995,1990,27,3,0.974496,1,4.1846976,"['Trade Sector', 'Unknown']",0,126
215,1995,1990,27,3,0.9743879999999999,1,4.1846328,"['Trade Sector', 'Unknown']",0,126
21,1995,1993,27,3,0.9738653333333332,1,4.1843192,"['Trade Sector', 'Unknown']",0,126
177,1995,1991,27,3,0.9738386666666667,1,4.1843032000000004,"['Trade Sector', 'Unknown']",0,126
177,1995,1993,27,3,0.973834,1,4.1843004,"['Trade Sector', 'Unknown']",0,126
13,1995,1995,27,3,0.973772,1,4.1842632,"['Trade Sector', 'Unknown']",0,126
74,1995,1991,27,3,0.9734373333333333,1,4.1840624,"['Trade Sector', 'Unknown']",0,126
81,1995,1996,27,3,0.9733726666666667,1,4.1840236,"['Trade Sector', 'Unknown']",0,126
177,1995,1990,27,3,0.9733046666666667,1,4.1839828,"['Trade Sector', 'Unknown']",0,126
21,1995,1996,27,3,0.9730006666666667,1,4.1838004,"['Trade Sector', 'Unknown']",0,126
153,1995,1992,27,3,0.972926,1,4.1837556,"['Trade Sector', 'Unknown']",0,126
203,1995,1996,27,3,0.9728615384615384,1,4.183716923076923,"['Trade Sector', 'Unknown']",0,126
21,1995,1992,27,3,0.972748,1,4.1836488,"['Trade Sector', 'Unknown']",0,126
58,1995,1992,27,3,0.9726619999999999,1,4.1835972,"['Trade Sector', 'Unknown']",0,126
177,1995,1994,27,3,0.97254,1,4.183524,"['Trade Sector', 'Unknown']",0,126
21,1995,1991,27,3,0.9723913333333333,1,4.1834348,"['Trade Sector', 'Unknown']",0,126
228,1995,1995,27,3,0.9721759999999999,1,4.1833056,"['Trade Sector', 'Unknown']",0,126
215,1995,1991,27,3,0.9720993333333332,1,4.1832595999999995,"['Trade Sector', 'Unknown']",0,126
13,1995,1994,27,3,0.9720833333333334,1,4.18325,"['Trade Sector', 'Unknown']",0,126
13,1995,1996,27,3,0.9718553333333333,1,4.1831132,"['Trade Sector', 'Unknown']",0,126
58,1995,1990,27,3,0.9717313333333333,1,4.1830388,"['Trade Sector', 'Unknown']",0,126
104,1995,1991,27,3,0.9714526666666666,1,4.1828716,"['Trade Sector', 'Unknown']",0,126
215,1995,1994,27,3,0.971406,1,4.1828436,"['Trade Sector', 'Unknown']",0,126
215,1995,1993,27,3,0.9713506666666667,1,4.1828104,"['Trade Sector', 'Unknown']",0,126
177,1995,1992,27,3,0.9711986666666667,1,4.1827192,"['Trade Sector', 'Unknown']",0,126
74,1995,1992,27,3,0.9711293333333333,1,4.1826776,"['Trade Sector', 'Unknown']",0,126
58,1995,1991,27,3,0.971114,1,4.1826684,"['Trade Sector', 'Unknown']",0,126
156,1995,1994,27,3,0.9711013333333334,1,4.1826608,"['Trade Sector', 'Unknown']",0,126
98,1995,1996,27,3,0.9710128571428571,1,4.182607714285714,"['Trade Sector', 'Unknown']",0,126
58,1995,1996,27,3,0.9709220000000001,1,4.1825532,"['Trade Sector', 'Unknown']",0,126
21,1995,1990,27,3,0.9707386666666667,1,4.1824432,"['Trade Sector', 'Unknown']",0,126
98,1995,1993,27,3,0.9704185714285715,1,4.182251142857143,"['Trade Sector', 'Unknown']",0,126
98,1995,1994,27,3,0.9704142857142857,1,4.1822485714285715,"['Trade Sector', 'Unknown']",0,126
110,1995,1995,27,3,0.970014,1,4.1820084,"['Trade Sector', 'Unknown']",0,126
215,1995,1992,27,3,0.9700059999999999,1,4.1820036,"['Trade Sector', 'Unknown']",0,126
215,1995,1996,27,3,0.9697446666666667,1,4.1818468,"['Trade Sector', 'Unknown']",0,126
44,1995,1990,27,3,0.9694946666666666,1,4.1816968,"['Trade Sector', 'Unknown']",0,126
104,1995,1992,27,3,0.9694013333333333,1,4.1816408,"['Trade Sector', 'Unknown']",0,126
74,1995,1993,27,3,0.9694006666666667,1,4.1816404,"['Trade Sector', 'Unknown']",0,126
110,1995,1994,27,3,0.9689866666666667,1,4.181392,"['Trade Sector', 'Unknown']",0,126
106,1995,1991,27,3,0.9684320000000001,1,4.1810592,"['Trade Sector', 'Unknown']",0,126
228,1995,1994,27,3,0.9683766666666666,1,4.181026,"['Trade Sector', 'Unknown']",0,126
228,1995,1993,27,3,0.9682786666666667,1,4.1809672,"['Trade Sector', 'Unknown']",0,126
106,1995,1996,27,3,0.9669000000000001,1,4.18014,"['Trade Sector', 'Unknown']",0,126
228,1995,1996,27,3,0.9662446666666666,1,4.1797468,"['Trade Sector', 'Unknown']",0,126
98,1995,1992,27,3,0.9660228571428571,1,4.179613714285714,"['Trade Sector', 'Unknown']",0,126
104,1995,1993,27,3,0.9652033333333333,1,4.179122,"['Trade Sector', 'Unknown']",0,126
153,1995,1993,27,3,0.9651693333333333,1,4.1791016,"['Trade Sector', 'Unknown']",0,126
106,1995,1990,27,3,0.9649746666666666,1,4.1789848,"['Trade Sector', 'Unknown']",0,126
228,1995,1992,27,3,0.9644693333333334,1,4.1786816,"['Trade Sector', 'Unknown']",0,126
98,1995,1991,27,3,0.9640042857142858,1,4.178402571428571,"['Trade Sector', 'Unknown']",0,126
228,1995,1991,27,3,0.9629986666666668,1,4.1777992,"['Trade Sector', 'Unknown']",0,126
110,1995,1996,27,3,0.9629806666666666,1,4.1777884,"['Trade Sector', 'Unknown']",0,126
74,1995,1994,27,3,0.9620533333333333,1,4.177232,"['Trade Sector', 'Unknown']",0,126
235,1995,1990,27,3,0.96125,1,4.17675,"['Trade Sector', 'Unknown']",0,126
44,1995,1991,27,3,0.9609446666666667,1,4.1765668,"['Trade Sector', 'Unknown']",0,126
235,1995,1991,27,3,0.9589113333333332,1,4.1753468,"['Trade Sector', 'Unknown']",0,126
228,1995,1990,27,3,0.957942,1,4.1747652,"['Trade Sector', 'Unknown']",0,126
153,1995,1995,27,3,0.9567406666666667,1,4.1740444,"['Trade Sector', 'Unknown']",0,126
74,1995,1995,27,3,0.9566666666666667,1,4.174,"['Trade Sector', 'Unknown']",0,126
235,1995,1992,27,3,0.9565973333333333,1,4.1739584,"['Trade Sector', 'Unknown']",0,126
153,1995,1994,27,3,0.9564686666666666,1,4.1738812,"['Trade Sector', 'Unknown']",0,126
235,1995,1993,27,3,0.9540206666666666,1,4.1724124,"['Trade Sector', 'Unknown']",0,126
53,1995,1995,27,3,0.9520315384615384,1,4.171218923076923,"['Trade Sector', 'Unknown']",0,126
153,1995,1996,27,3,0.9511266666666667,1,4.170676,"['Trade Sector', 'Unknown']",0,126
235,1995,1994,27,3,0.9467933333333334,1,4.168076,"['Trade Sector', 'Unknown']",0,126
104,1995,1994,27,3,0.9467206666666665,1,4.1680323999999995,"['Trade Sector', 'Unknown']",0,126
53,1995,1996,27,3,0.9460246153846155,1,4.167614769230769,"['Trade Sector', 'Unknown']",0,126
52,1995,1995,27,3,0.9424128571428572,1,4.1654477142857145,"['Trade Sector', 'Unknown']",0,126
235,1995,1995,27,3,0.9423433333333333,1,4.165406,"['Trade Sector', 'Unknown']",0,126
52,1995,1996,27,3,0.94226,1,4.165356,"['Trade Sector', 'Unknown']",0,126
104,1995,1995,27,3,0.9349146666666666,1,4.1609488,"['Trade Sector', 'Unknown']",0,126
74,1995,1996,27,3,0.9339366666666666,1,4.160362,"['Trade Sector', 'Unknown']",0,126
235,1995,1996,27,3,0.933252,1,4.1599512,"['Trade Sector', 'Unknown']",0,126
104,1995,1996,27,3,0.9313713333333333,1,4.1588228,"['Trade Sector', 'Unknown']",0,126
52,1995,1993,27,3,0.9303871428571429,1,4.158232285714286,"['Trade Sector', 'Unknown']",0,126
52,1995,1994,27,3,0.9299728571428572,1,4.157983714285715,"['Trade Sector', 'Unknown']",0,126
127,1995,1990,27,3,0.924514,1,4.1547084000000005,"['Trade Sector', 'Unknown']",0,126
52,1995,1992,27,3,0.9225,1,4.1535,"['Trade Sector', 'Unknown']",0,126
202,1995,1995,26,3,0.9946861538461539,1,4.096811692307693,"['Trade Sector', 'Unknown']",0,126
120,1995,1995,26,3,0.9918192307692308,1,4.0950915384615385,"['Trade Sector', 'Unknown']",0,126
57,1995,1995,26,3,0.9895285714285714,1,4.093717142857143,"['Trade Sector', 'Unknown']",0,126
57,1995,1994,26,3,0.9889371428571428,1,4.093362285714286,"['Trade Sector', 'Unknown']",0,126
176,1995,1993,26,3,0.9883028571428571,1,4.092981714285714,"['Trade Sector', 'Unknown']",0,126
202,1995,1996,26,3,0.9882007692307693,1,4.092920461538462,"['Trade Sector', 'Unknown']",0,126
176,1995,1994,26,3,0.9881871428571429,1,4.092912285714286,"['Trade Sector', 'Unknown']",0,126
176,1995,1995,26,3,0.9871085714285713,1,4.092265142857142,"['Trade Sector', 'Unknown']",0,126
13,1995,1990,26,3,0.9870886666666667,1,4.0922532,"['Trade Sector', 'Unknown']",0,126
106,1995,1994,26,3,0.9861046666666666,1,4.0916628,"['Trade Sector', 'Unknown']",0,126
120,1995,1996,26,3,0.9859907692307692,1,4.091594461538461,"['Trade Sector', 'Unknown']",0,126
216,1995,1990,26,3,0.985636,1,4.0913816,"['Trade Sector', 'Unknown']",0,126
57,1995,1993,26,3,0.9852485714285714,1,4.091149142857143,"['Trade Sector', 'Unknown']",0,126
181,1995,1996,26,3,0.9845346153846154,1,4.090720769230769,"['Trade Sector', 'Unknown']",0,126
14,1995,1995,26,3,0.9841976923076923,1,4.090518615384616,"['Trade Sector', 'Unknown']",0,126
13,1995,1991,26,3,0.983986,1,4.0903916,"['Trade Sector', 'Unknown']",0,126
236,1995,1994,26,3,0.9839753333333333,1,4.0903852,"['Trade Sector', 'Unknown']",0,126
181,1995,1995,26,3,0.9839707692307692,1,4.090382461538462,"['Trade Sector', 'Unknown']",0,126
