Country,Year,Energy,Food,"Total less Food, less Energy",Total Inflation (CPI) Index
Argentina,2018,,32.73381,,34.27723
Argentina,2019,,58.36288,,53.548309999999994
Argentina,2020,,46.96305,,42.01509
Argentina,2021,,49.84582,,48.40938
Argentina,2022,,74.63056,,72.43076
Australia,1990,16.06711,3.119903,7.484865,7.333022
Australia,1991,0.4380601,2.528369,3.471791,3.176675
Australia,1992,2.618369,0.5762925,0.9742283,1.012231
Australia,1993,1.020584,2.433704,1.694869,1.753653
Australia,1994,0.2203486,2.364403,2.024808,1.969635
Australia,1995,3.26599,5.140973,4.635587,4.627767
Australia,1996,1.12442,2.915198,3.353003,2.615385
Australia,1997,1.774115,2.828677,-0.4131604,0.2248875
Australia,1998,-3.79814,3.059577,0.8823764,0.8601346
Australia,1999,1.932777,3.518542,1.044624,1.483129
Australia,2000,16.80462,0.2729906,4.187311,4.457435
Australia,2001,2.465995,6.280433,4.259913,4.407135
Australia,2002,0.9137612,3.750994,3.001119,2.981575
Australia,2003,5.081695,3.705396,2.34946,2.7325959999999996
Australia,2004,6.346609,1.922286,2.027639,2.343255
Australia,2005,9.798734,1.905833,2.142798,2.691832
Australia,2006,9.250135,9.852309,1.969738,3.5552879999999996
Australia,2007,1.58193,1.656439,2.453655,2.327611
Australia,2008,12.51061,4.251823,3.600818,4.350298
Australia,2009,-6.307878,3.352177,2.312488,1.771117
Australia,2010,8.421489,1.139162,2.694695,2.91834
Australia,2011,10.93911,5.734226,2.153005,3.30385
Australia,2012,7.426358,-3.697105,2.130459,1.76278
Australia,2013,6.413658,0.2200269,2.400281,2.449889
Australia,2014,1.190338,2.63969,2.588035,2.487923
Australia,2015,-7.186137,0.5746248,2.462425,1.508367
Australia,2016,-3.173628,0.240722,1.812424,1.276991
Australia,2017,9.450979,0.07114173,1.604483,1.948647
Australia,2018,11.72583,0.6703755,1.269041,1.911401
Australia,2019,7.668816,4.482894,0.6798787,1.610768
Australia,2020,-2.10481,9.320118,-0.004077226,0.8469055
Australia,2021,10.93195,7.909739,1.406068,2.86391
Australia,2022,15.30013,8.1667,5.545571,6.5940970000000005
Austria,1990,4.198555,2.821057,2.893571,3.261872
Austria,1991,0.01551752,4.08399,3.406292,3.3374259999999993
Austria,1992,3.020273,3.705198,4.34241,4.020847
Austria,1993,-0.6777107,2.272727,4.273315,3.631786
Austria,1994,1.420268,1.382153,3.260788,2.953407
Austria,1995,3.712748,-1.722898,2.27886,2.243364
Austria,1996,6.376435,0.1336303,1.514748,1.860974
Austria,1997,2.994851,1.534697,1.104566,1.305983
Austria,1998,-3.271786,1.93084,1.196198,0.9224669
Austria,1999,0.4171392,-0.6324449,0.7313441,0.5689865
Austria,2000,10.69477,0.6457393,1.655172,2.344868
Austria,2001,0.5333645,3.641667,2.61421,2.65
Austria,2002,-2.383262,1.391011,2.15617,1.810359
Austria,2003,0.9485555,1.768438,1.409492,1.355554
Austria,2004,6.401682,1.916933,1.777945,2.061207
Austria,2005,9.762172,2.084429,1.689175,2.299138
Austria,2006,6.242187,1.84136,0.9166667,1.441547
Austria,2007,4.165359,4.188824,1.618497,2.168556
Austria,2008,10.28692,6.297605,1.942142,3.215951
Austria,2009,-9.491294,0.2068405,1.769629,0.5063094
Austria,2010,7.589589,0.4791743,1.409885,1.8135319999999997
Austria,2011,10.93313,4.2696,2.350419,3.286583
Austria,2012,4.881712,3.222196,2.092493,2.485675
Austria,2013,-0.802005,3.462432,2.073531,2.000158
Austria,2014,-2.028441,1.961518,1.976717,1.605806
Austria,2015,-7.295769,0.8257796,1.845618,0.8965653000000001
Austria,2016,-4.433333,0.7333333,1.466789,0.8915924
Austria,2017,2.520056,2.365983,1.971253,2.081269
Austria,2018,5.273454,1.519315,1.812324,1.998382
Austria,2019,0.8968248,1.018946,1.653481,1.530896
Austria,2020,-5.515243,2.331635,1.899783,1.381909
Austria,2021,12.25,0.783268,2.149821,2.766667
Austria,2022,39.24276,10.74824,5.489844,8.54687
Belgium,1990,6.345316,,2.868924,3.4483100000000007
Belgium,1991,2.467174,1.567388,4.199749,3.215311
Belgium,1992,-1.209954,-0.146061,3.553562,2.427956
Belgium,1993,3.484002,-0.6204019,3.494599,2.754426
Belgium,1994,0.7703469,2.016101,2.66061,2.377545
Belgium,1995,-0.6043271,1.280284,1.762235,1.467961
Belgium,1996,5.621116,1.361824,1.881925,2.077025
Belgium,1997,3.726341,2.260362,1.309563,1.62816
Belgium,1998,-4.258694,1.938696,1.762549,0.9492503
Belgium,1999,1.953863,0.006460827,1.314739,1.120848
Belgium,2000,14.42789,0.8626872,1.825637,2.544518
Belgium,2001,0.5900396,4.630305,2.152931,2.469258
Belgium,2002,-3.122416,2.358835,1.969828,1.645214
Belgium,2003,-0.1240471,2.053307,1.645339,1.588964
Belgium,2004,6.54886,1.258395,1.869,2.097283
Belgium,2005,11.50089,1.765368,2.139021,2.781433
Belgium,2006,7.751405,2.556108,0.6068964,1.791208
Belgium,2007,0.1352189,3.906927,1.630501,1.823056
Belgium,2008,20.47375,6.075796,1.936882,4.489444
Belgium,2009,-13.86899,0.8468629,1.940063,-0.05314567
Belgium,2010,9.052065,1.660945,1.398608,2.189299
Belgium,2011,16.88578,2.720884,1.807441,3.5320820000000004
Belgium,2012,6.142694,3.100204,2.23646,2.8396640000000004
Belgium,2013,-3.813783,3.421529,1.351374,1.113096
Belgium,2014,-6.193333,-0.3758333,1.574193,0.3400028
Belgium,2015,-5.838249,1.202018,1.369301,0.5614291
Belgium,2016,0.7330465,2.240755,1.959435,1.973853
Belgium,2017,8.222116,1.260338,1.515356,2.125971
Belgium,2018,7.06089,2.159577,1.312888,2.053165
Belgium,2019,0.8673441,0.7736732,1.686412,1.43682
Belgium,2020,-6.32533,2.881715,1.479317,0.7407917999999999
Belgium,2021,12.33115,-0.3942201,1.612578,2.440248
Belgium,2022,52.27981,8.794951,4.569578,9.597511
Brazil,1990,,2618.241,,2947.733
Brazil,1991,,450.0122,,432.7866000000001
Brazil,1992,,1090.557,,951.962
Brazil,1993,,1949.801,,1927.381
Brazil,1994,,2280.134,,2075.888
Brazil,1995,,58.49442,,66.00703
Brazil,1996,,5.91893,,15.75767
Brazil,1997,,0.715,,6.926713
Brazil,1998,,2.810589,,3.195076
Brazil,1999,,3.41905,,4.858448
Brazil,2000,,5.135868,,7.044141
Brazil,2001,,6.703363,,6.840359
Brazil,2002,,9.656523,,8.450165
Brazil,2003,,20.35696,,14.71492
Brazil,2004,,4.006122,,6.597185
Brazil,2005,,3.078508,,6.869537
Brazil,2006,,0.02009739,,4.183568
Brazil,2007,,6.780739,,3.641273
Brazil,2008,,13.05021,,5.678594
Brazil,2009,,5.803592,,4.888035
Brazil,2010,,6.096094,,5.038727
Brazil,2011,,8.846192,,6.63645
Brazil,2012,,8.129188,,5.403499
Brazil,2013,,11.1559,,6.204311
Brazil,2014,,7.517608,,6.32904
Brazil,2015,,9.79483,,9.029901
Brazil,2016,,12.48641,,8.739143
Brazil,2017,,0.8856893,,3.446373
Brazil,2018,,0.8703139,,3.66485
Brazil,2019,,,,3.7329759999999994
Brazil,2020,,,,3.2117680000000006
Brazil,2021,,,,8.30166
Brazil,2022,,,,9.280107
Canada,1990,9.983756,3.902898,4.458598,4.780477
Canada,1991,4.907976,2.296072,6.229199,5.625864
Canada,1992,0.2815681,-1.427446,2.054381,1.490133
Canada,1993,1.231102,1.817637,1.929931,1.865079
Canada,1994,0.5653936,0.0980873,0.1394825,0.1655629
Canada,1995,1.304763,2.66536,2.148216,2.14876
Canada,1996,2.910995,1.154911,1.512197,1.570531
Canada,1997,2.401302,1.538026,1.607216,1.6212159999999998
Canada,1998,-4.054054,1.570486,1.398026,0.9959425
Canada,1999,5.664872,1.05215,1.479119,1.734843
Canada,2000,16.23052,1.068357,1.680033,2.71944
Canada,2001,3.238047,4.846367,2.090829,2.52512
Canada,2002,-1.97664,2.52905,2.684908,2.258394
Canada,2003,7.882677,1.441667,2.419907,2.758563
Canada,2004,6.758322,1.774419,1.340702,1.857259
Canada,2005,9.665751,2.292356,1.356565,2.213552
Canada,2006,5.165589,2.272548,1.272842,2.002025
Canada,2007,2.327332,2.63097,2.03976,2.138384
Canada,2008,9.81486,3.93174,1.064956,2.370271
Canada,2009,-13.45392,5.475588,1.687692,0.2994668
Canada,2010,6.643876,0.9463722,1.335163,1.776872
Canada,2011,12.25428,4.23913,1.432658,2.9121350000000006
Canada,2012,1.691901,2.352711,1.354939,1.515678
Canada,2013,1.504795,1.088825,0.8284461,0.9382919
Canada,2014,3.528736,2.513227,1.562716,1.906636
Canada,2015,-9.569909,4.104455,2.696418,1.125241
Canada,2016,-2.960691,1.015169,1.923677,1.4287599999999998
Canada,2017,5.291887,-1.010809,1.616289,1.596884
Canada,2018,6.695771,0.8086413,2.083973,2.268226
Canada,2019,-2.204378,3.67703,2.089541,1.949269
Canada,2020,-7.609435,2.400181,1.187,0.7169997
Canada,2021,18.84977,2.195014,2.397251,3.3951930000000003
Canada,2022,22.55191,9.762547,5.08203,6.802801
Switzerland,1990,6.219365,5.520924,5.334718,5.403959
Switzerland,1991,1.403041,4.376844,6.413397,5.859597
Switzerland,1992,-2.794688,0.05760088,5.202446,4.03703
Switzerland,1993,4.742204,-0.1768496,4.673714,3.292622
Switzerland,1994,-1.035757,0.4341124,1.595178,0.8521170000000001
Switzerland,1995,2.824899,0.6701621,1.932518,1.799828
Switzerland,1996,4.031945,-0.4910096,0.830743,0.8116341
Switzerland,1997,3.279427,0.668035,0.3036818,0.5202254
Switzerland,1998,-5.797351,0.8244457,0.252097,0.01793844
Switzerland,1999,3.116031,-0.1373351,0.8025652,0.8064443999999998
Switzerland,2000,17.69306,1.630753,0.379265,1.558529
Switzerland,2001,-1.26213,2.081035,0.9698555,0.9890203
Switzerland,2002,-4.894382,2.30929,0.8502731,0.6427115
Switzerland,2003,1.293987,1.270377,0.501286,0.6382729
Switzerland,2004,4.611957,0.5060229,0.5011573,0.8029087
Switzerland,2005,10.39617,-0.7092789,0.6325608,1.171954
Switzerland,2006,7.117461,-0.04216924,0.6514336,1.059509
Switzerland,2007,1.868016,0.5209898,0.6394969,0.7323505999999999
Switzerland,2008,12.91761,3.102867,1.356526,2.426041
Switzerland,2009,-15.16745,-0.1856739,0.9038469,-0.4804819
Switzerland,2010,9.261754,-1.106911,0.2414845,0.6882387
Switzerland,2011,7.036139,-3.254117,0.1118781,0.2313492
Switzerland,2012,2.392313,-0.9789513,-0.9340948,-0.692552
Switzerland,2013,-1.738221,1.223096,-0.2724114,-0.21732319999999997
Switzerland,2014,-0.9532855,0.9204949,-0.05636696,-0.01320254
Switzerland,2015,-10.18244,-0.7984663,-0.4771696,-1.143909
Switzerland,2016,-3.518276,0.3904558,-0.3108813,-0.43461869999999997
Switzerland,2017,4.446725,0.4150814,0.295168,0.5337878
Switzerland,2018,8.033451,1.262022,0.4092836,0.9363354
Switzerland,2019,-0.4713289,0.1121894,0.454785,0.3628862
Switzerland,2020,-8.188211,0.09248759,-0.3414941,-0.7258749999999999
Switzerland,2021,8.577931,-1.590968,0.3575086,0.5818142
Switzerland,2022,22.40886,1.658954,1.715623,2.835028
Chile,1990,,,,26.03648
Chile,1991,,,,21.78442
Chile,1992,,,,15.4258
Chile,1993,,,,12.727759999999998
Chile,1994,,,,11.44312
Chile,1995,,,,8.232634
Chile,1996,,,,7.359115
Chile,1997,,,,6.133866
Chile,1998,,,,5.110244
Chile,1999,4.568443,-0.1934016,3.806642,3.336883
Chile,2000,21.99483,1.10213,3.119607,3.843273
Chile,2001,14.90957,0.5201123,3.315176,3.569101
Chile,2002,1.839817,2.015088,2.675375,2.489398
Chile,2003,11.89464,3.264571,1.629921,2.810177
Chile,2004,6.624835,-1.924617,1.222117,1.054739
Chile,2005,10.11267,2.872721,2.38151,3.052574
Chile,2006,8.187045,2.597539,2.989218,3.392019
Chile,2007,8.448631,9.5593,2.354947,4.407798
Chile,2008,14.92052,17.17731,5.183509,8.716269
Chile,2009,-12.55903,4.375289,1.159899,0.3530467
Chile,2010,7.072423,2.194381,0.5226712,1.410711
Chile,2011,12.69324,6.695551,1.254429,3.341217
Chile,2012,-0.4689199,7.62505,2.210265,3.007448
Chile,2013,0.3827924,4.431698,1.211102,1.789556
Chile,2014,6.246097,6.97944,3.879887,4.718675
Chile,2015,-4.484205,7.118525,4.672977,4.348773
Chile,2016,1.766,3.818888,4.004087,3.786194
Chile,2017,3.99388,2.010796,2.03017,2.182719
Chile,2018,5.872195,3.053534,1.881551,2.43489
Chile,2019,2.23108,2.568984,2.587865,2.557545
Chile,2020,0.9629865,6.739003,2.286143,3.045491
Chile,2021,9.013948,5.406044,3.82126,4.524569
Chile,2022,20.92005,17.72102,8.951247,11.64387
China,1990,,,,3.1
China,1991,,,,3.4
China,1992,,,,6.400000000000001
China,1993,,,,14.699999999999998
China,1994,,31.8,,24.100000000000005
China,1995,,22.9,,17.1
China,1996,,7.6,,8.3
China,1997,,-0.1,,2.7999999999999994
China,1998,,-3.2,,-0.8000000000000002
China,1999,,-4.2,,-1.3999999999999997
China,2000,,-2.6,,0.4000000000000001
China,2001,,0.0,,0.6999999999999998
China,2002,,-0.6,,-0.8000000000000002
China,2003,,3.4,,1.2
China,2004,,9.9,,3.9
China,2005,,2.9,,1.8
China,2006,,2.3,,1.5
China,2007,,12.3,,4.8
China,2008,,14.3,,5.900000000000001
China,2009,,0.7,,-0.6999999999999998
China,2010,,7.2,,3.2999999999999994
China,2011,,11.8,,5.400000000000001
China,2012,,4.8,,2.6
China,2013,,4.7,,2.6
China,2014,,3.1,,2.0
China,2015,,2.3,,1.3999999999999997
China,2016,,3.76,,2.0
China,2017,,-0.6,,1.6000000000000003
China,2018,,1.9,,2.1
China,2019,,7.3,,2.9
China,2020,,,,2.5
China,2021,,,,0.9
Colombia,1990,,,,29.152020000000004
Colombia,1991,,,,30.38782
Colombia,1992,,,,27.010630000000003
Colombia,1993,,,,22.44248
Colombia,1994,,,,22.846240000000005
Colombia,1995,,,,20.8918
Colombia,1996,30.72036,15.91129,22.10196,20.79756
Colombia,1997,22.61759,15.75638,19.52563,18.47003
Colombia,1998,17.69774,22.54004,17.11401,18.67698
Colombia,1999,19.4202,6.241677,13.58155,10.873690000000002
Colombia,2000,26.95307,9.556467,8.353425,9.225347
Colombia,2001,17.57059,9.845712,6.904094,7.965562000000001
Colombia,2002,5.761364,9.765206,5.295711,6.351508
Colombia,2003,17.50443,8.062789,6.245718,7.1297880000000005
Colombia,2004,11.90001,6.35733,5.382778,5.904022
Colombia,2005,8.554147,6.368901,4.369545,5.051016
Colombia,2006,6.380455,5.581736,3.710859,4.293426
Colombia,2007,6.279091,8.418311,4.477004,5.544385000000001
Colombia,2008,11.91441,12.39672,4.673668,6.996882
Colombia,2009,4.296932,3.575645,4.226868,4.202518
Colombia,2010,5.600132,0.2071823,2.530184,2.272003
Colombia,2011,8.05507,4.566024,2.681056,3.415032
Colombia,2012,4.518288,3.422482,2.970159,3.1693030000000006
Colombia,2013,-0.2786555,0.413845,2.676737,2.016993
Colombia,2014,3.481487,2.967556,2.826088,2.898838
Colombia,2015,2.428957,8.633468,4.277129,4.989829
Colombia,2016,6.95969,13.10907,6.030941,7.513461
Colombia,2017,5.27201,0.6883631,5.284428,4.314313
Colombia,2018,6.45345,0.8301121,3.606495,3.24057
Colombia,2019,5.696792,4.882672,3.091256,3.5230200000000003
Colombia,2020,-1.130773,5.551534,2.247486,2.52662
Colombia,2021,5.126013,9.725744,2.0732,3.495073
Colombia,2022,15.0522,24.96117,6.480474,10.17724
Costa Rica,1990,,,,19.03975
Costa Rica,1991,,,,28.70929
Costa Rica,1992,,,,21.791170000000005
Costa Rica,1993,,,,9.778601
Costa Rica,1994,,,,13.53447
Costa Rica,1995,,,,23.1865
Costa Rica,1996,13.67484,18.57359,17.27052,17.51145
Costa Rica,1997,4.500623,14.41558,13.4373,13.248039999999998
Costa Rica,1998,-3.591556,14.47312,11.40078,11.6593
Costa Rica,1999,11.20265,8.913732,10.63792,10.04528
Costa Rica,2000,29.08485,8.584174,10.91158,10.96155
Costa Rica,2001,22.21914,10.60755,10.57921,11.25562
Costa Rica,2002,6.937143,10.16472,8.809324,9.167521
Costa Rica,2003,10.38195,8.757994,9.766738,9.447581
Costa Rica,2004,23.94619,14.89426,9.541329,12.31481
Costa Rica,2005,21.13792,17.79689,10.4071,13.7983
Costa Rica,2006,19.41839,11.59495,10.8147,11.4706
Costa Rica,2007,9.9157,15.10366,7.940282,9.357244
Costa Rica,2008,19.38027,23.89148,9.69949,13.424460000000002
Costa Rica,2009,-1.696747,8.166097,9.102328,7.842702
Costa Rica,2010,10.11655,4.636786,5.412601,5.662757
Costa Rica,2011,6.511254,5.599251,4.433524,4.877998
Costa Rica,2012,4.390932,3.534387,4.813613,4.495453
Costa Rica,2013,10.34971,3.826473,4.97107,5.231336
Costa Rica,2014,1.939288,4.271989,4.96596,4.519201
Costa Rica,2015,-15.66323,3.183504,2.313757,0.8019820000000001
Costa Rica,2016,-4.343105,-0.8129278,0.5610638,-0.01747885
Costa Rica,2017,3.275831,1.684251,1.478712,1.625907
Costa Rica,2018,8.490423,1.631967,1.892242,2.221115
Costa Rica,2019,-1.011775,0.7974513,2.742134,2.096046
Costa Rica,2020,-5.552978,0.4831476,1.310271,0.7249115
Costa Rica,2021,7.06693,2.241312,0.8840184,1.726478
Czechia,1992,,,,11.0865
Czechia,1993,,,,20.81303
Czechia,1994,,,,10.03942
Czechia,1995,,11.58522,,8.990531
Czechia,1996,7.221207,7.973337,7.990044,8.758775
Czechia,1997,12.16965,4.392734,7.571742,8.596157
Czechia,1998,16.35949,4.423974,7.863724,10.698370000000002
Czechia,1999,6.368387,-5.532564,2.522845,2.135448
Czechia,2000,16.45686,0.9914687,1.588839,3.775388
Czechia,2001,0.1581861,5.068493,-2.050353,4.662675
Czechia,2002,0.2895499,-1.944807,1.888813,1.9029809999999998
Czechia,2003,-0.3412074,-2.182826,0.03822265,0.1187392
Czechia,2004,3.884646,3.409606,1.528322,2.7601080000000002
Czechia,2005,6.528077,-0.2519444,0.8279236,1.857098
Czechia,2006,9.067111,0.8565781,0.7464775,2.533993
Czechia,2007,3.687541,4.736498,2.371029,2.8531239999999998
Czechia,2008,10.19571,8.108951,3.691306,6.358664
Czechia,2009,1.508641,-3.971536,0.7329203,1.019377
Czechia,2010,4.562129,1.472061,0.285838,1.472727
Czechia,2011,7.142857,4.628442,0.07773364,1.917219
Czechia,2012,7.162049,6.91379,0.9752309,3.287623
Czechia,2013,0.6894931,4.913983,0.6239316,1.4382980000000003
Czechia,2014,-3.672866,2.018163,0.6710269,0.34398860000000003
Czechia,2015,-3.04548,-1.104517,1.257172,0.3093646
Czechia,2016,-2.557907,-0.9334889,1.616532,0.6835042000000001
Czechia,2017,1.000427,5.182568,1.99262,2.450534
Czechia,2018,3.140874,1.31179,2.355684,2.149495
Czechia,2019,5.056226,2.818569,2.521405,2.847876
Czechia,2020,-1.359481,4.538125,3.631627,3.1612950000000004
Czechia,2021,1.394059,0.8006464,4.990389,3.839845
Czechia,2022,30.92727,16.6946,12.19632,15.10017
Germany,1990,4.247595,2.996123,2.525961,2.69647
Germany,1991,9.715339,2.721197,3.855886,4.047034
Germany,1992,4.550464,2.088119,5.63017,5.05698
Germany,1993,1.149746,0.501125,5.488068,4.474576
Germany,1994,3.677878,1.628167,2.743748,2.693056
Germany,1995,-0.8519642,1.001302,2.119275,1.706161
Germany,1996,0.9336711,0.63448,1.642241,1.449726
Germany,1997,2.812914,1.379174,1.933198,1.939369
Germany,1998,-3.179561,1.039743,1.354026,0.9111845
Germany,1999,4.084311,-1.288709,0.4798443,0.5854336
Germany,2000,13.87265,-0.6917381,0.4989842,1.4402680000000003
Germany,2001,5.658983,4.454037,1.28174,1.9838569999999998
Germany,2002,0.5191926,0.8453085,1.569443,1.420807
Germany,2003,3.965037,-0.1490174,0.8899286,1.034223
Germany,2004,4.073002,-0.3357896,1.683157,1.665736
Germany,2005,9.616916,0.05615349,0.7235062,1.546911
Germany,2006,8.451903,2.029745,0.6788928,1.5774289999999997
Germany,2007,4.030253,3.79538,1.897852,2.298341
Germany,2008,9.513438,6.076665,1.360562,2.628383
Germany,2009,-4.95618,-1.307244,1.190384,0.3127377
Germany,2010,4.32224,1.248629,0.6194832,1.103809
Germany,2011,10.09418,2.758104,0.9038321,2.075173
Germany,2012,5.760645,3.405774,1.317692,2.008491
Germany,2013,1.339677,3.858218,1.225309,1.504722
Germany,2014,-2.13534,1.034431,1.30847,0.9067971
Germany,2015,-7.273118,0.5961033,1.557151,0.514421
Germany,2016,-5.300605,0.8083333,1.202826,0.4917486
Germany,2017,2.629541,2.761015,1.214309,1.5094970000000003
Germany,2018,4.587323,2.284611,1.294732,1.732168
Germany,2019,1.395794,1.203303,1.477561,1.445667
Germany,2020,-4.246979,2.140428,0.287277,0.1448705
Germany,2021,10.77656,3.091667,2.334659,3.0666670000000003
Germany,2022,30.17005,12.56164,3.92777,6.872574
Denmark,1990,0.257652,0.2538071,3.376777,2.6416
Denmark,1991,0.2652418,0.6582279,2.955041,2.395153
Denmark,1992,-1.633882,1.725352,2.545177,2.096042
Denmark,1993,-0.86494,-0.2966919,1.757859,1.257862
Denmark,1994,0.04908274,2.931111,2.002736,1.992014
Denmark,1995,1.820788,3.059651,1.925992,2.083605
Denmark,1996,5.0685,1.664407,2.062964,2.1263
Denmark,1997,3.051948,3.490458,1.81149,2.182167
Denmark,1998,1.043709,2.070743,1.905541,1.845651
Denmark,1999,7.179671,0.6660862,2.35564,2.497795
Denmark,2000,11.93924,2.540664,1.987509,2.9032770000000006
Denmark,2001,1.507851,3.855773,2.146238,2.337875
Denmark,2002,2.150298,2.183121,2.497712,2.424437
Denmark,2003,0.8611216,1.42432,2.346115,2.075078
Denmark,2004,2.619974,-1.016558,1.359874,1.154357
Denmark,2005,7.621492,0.6458443,1.322362,1.8178150000000002
Denmark,2006,5.347847,2.724595,1.37144,1.924221
Denmark,2007,0.08281688,4.464926,1.428321,1.6932660000000002
Denmark,2008,7.673756,7.567885,2.247544,3.416268
Denmark,2009,-3.882281,-0.09113278,2.161665,1.30471
Denmark,2010,9.125011,0.3739852,1.834524,2.310924
Denmark,2011,8.824628,3.962196,1.883594,2.758682
Denmark,2012,3.259871,4.291958,2.022798,2.397915
Denmark,2013,-0.5391701,0.4274579,1.036076,0.7890718
Denmark,2014,-0.2165177,-0.8679686,0.8649494,0.5640205
Denmark,2015,-6.766919,1.035528,1.233189,0.45203409999999994
Denmark,2016,-3.335107,0.09999166,0.7044435,0.25
Denmark,2017,1.418675,2.805294,0.8870733,1.147132
Denmark,2018,3.034976,0.04048583,0.6949185,0.8136095
Denmark,2019,-0.2649968,1.392149,0.7684051,0.7581316
Denmark,2020,-5.453842,0.6386206,0.9559481,0.420712
Denmark,2021,11.53909,0.5790434,1.199768,1.853045
Denmark,2022,41.6256,11.5142,4.025807,7.696566999999999
Spain,1990,8.193929,6.4993,6.670208,6.721821000000001
Spain,1991,7.607425,3.495453,6.963696,5.934214
Spain,1992,6.735415,3.67557,6.918457,5.924530999999999
Spain,1993,7.528199,4.140619,5.858052,4.569072
Spain,1994,3.631542,5.396259,4.413924,4.718413
Spain,1995,3.45016,4.872765,4.521592,4.673804
Spain,1996,3.681878,3.377586,3.468963,3.558843
Spain,1997,2.405264,-0.6860679,2.597411,1.971078
Spain,1998,-3.816931,1.111864,2.550257,1.8343300000000002
Spain,1999,3.230664,1.316136,2.457615,2.310345
Spain,2000,13.34139,2.056777,2.936091,3.433517
Spain,2001,-0.9742777,5.90326,3.51124,3.589833
Spain,2002,-0.7989359,4.960772,2.836585,3.065657
Spain,2003,1.358493,4.098377,2.901211,3.038888
Spain,2004,4.823878,3.866757,2.429891,3.039249
Spain,2005,9.616388,3.158216,2.481994,3.368814
Spain,2006,7.983823,4.112564,2.75012,3.515576
Spain,2007,1.684927,3.692075,2.447807,2.7867979999999997
Spain,2008,11.94962,5.879034,2.335474,4.075343
Spain,2009,-9.036183,-1.051279,0.7962966,-0.2878131
Spain,2010,12.54054,-0.8358271,0.5707381,1.7998649999999998
Spain,2011,15.738,2.052426,1.299747,3.196102
Spain,2012,8.855888,2.327047,1.24777,2.446128
Spain,2013,0.0366841,2.786501,1.080211,1.408581
Spain,2014,-0.8047075,-0.3487261,-0.046196,-0.1511148
Spain,2015,-9.014292,1.173437,0.5160497,-0.5003657
Spain,2016,-8.625614,1.400584,0.8428804,-0.20259799999999997
Spain,2017,8.046724,1.229785,1.129472,1.9560760000000001
Spain,2018,6.119974,1.647271,0.9260341,1.674981
Spain,2019,-1.237751,1.034276,0.9561687,0.699519
Spain,2020,-9.611794,2.354986,0.5682508,-0.322753
Spain,2021,21.23588,1.846566,0.570739,3.093135
Spain,2022,27.91892,11.63969,3.69075,8.390576
Estonia,1998,10.63485,5.171635,10.05585,8.744751
Estonia,1999,10.70598,-3.789323,5.823324,3.296111
Estonia,2000,7.983193,2.402774,3.886494,4.018489
Estonia,2001,7.675411,8.280923,4.086854,5.74828
Estonia,2002,6.603719,3.015861,2.916556,3.571913
Estonia,2003,2.389284,-1.720399,2.40785,1.3349909999999998
Estonia,2004,8.191381,4.19241,1.216591,3.048111
Estonia,2005,13.51858,3.543696,1.874572,4.079714
Estonia,2006,8.156522,5.044996,3.313364,4.437621
Estonia,2007,7.842901,9.339304,5.431952,6.601326
Estonia,2008,23.21169,14.1865,6.45976,10.36236
Estonia,2009,-2.498941,-4.023496,1.866203,-0.07840831
Estonia,2010,12.31538,3.038509,0.7504011,2.972045
Estonia,2011,8.194049,9.682507,2.296076,4.981901
Estonia,2012,10.56099,3.833988,2.204369,3.9334000000000002
Estonia,2013,5.711448,4.144743,1.410042,2.780567
Estonia,2014,-4.009001,0.01772735,0.9980137,-0.10617510000000001
Estonia,2015,-7.026424,-0.5392591,1.421308,-0.492326
Estonia,2016,-3.972602,0.03875917,1.332337,0.1486849
Estonia,2017,5.593086,5.718103,2.123687,3.4172360000000004
Estonia,2018,9.314116,3.016134,2.303473,3.436327
Estonia,2019,1.905961,3.030055,2.122051,2.277259
Estonia,2020,-7.190845,2.139228,0.1487379,-0.4445311
Estonia,2021,18.43826,1.837964,2.78251,4.653167
Estonia,2022,63.52201,19.91215,9.726146,19.39826
Finland,1990,9.577149,3.681118,6.519116,6.149561000000001
Finland,1991,2.815974,2.862667,4.76941,4.310215
Finland,1992,3.572905,-0.07777814,3.583843,2.919323
Finland,1993,11.13076,-0.6356825,2.196546,2.190654
Finland,1994,-2.090082,0.1917616,1.536143,1.088558
Finland,1995,0.6395133,-7.913938,2.901047,0.7912361999999998
Finland,1996,10.23594,-1.439251,0.2833569,0.6291981
Finland,1997,1.744902,0.4253124,1.088673,1.192557
Finland,1998,-1.284747,1.94411,1.59487,1.399471
Finland,1999,3.772676,-0.02890699,1.229972,1.162237
Finland,2000,12.55305,1.066889,2.559026,3.0420959999999995
Finland,2001,-1.771829,4.429388,2.621095,2.578441
Finland,2002,-0.9052883,2.879282,1.543859,1.5712210000000002
Finland,2003,4.815233,0.5996106,0.614233,0.8774384999999999
Finland,2004,3.786963,0.776467,-0.2122383,0.18712340000000002
Finland,2005,6.793381,0.5655746,0.185903,0.6238712
Finland,2006,5.865538,1.36839,1.27096,1.566667
Finland,2007,1.765766,2.070094,2.64087,2.510666
Finland,2008,13.47567,8.597318,2.54967,4.065952
Finland,2009,-8.290954,2.020337,0.3987428,-1.22e-14
Finland,2010,10.64667,-3.418234,1.189448,1.184135
Finland,2011,14.58455,6.282866,2.041667,3.416809
Finland,2012,4.08757,5.159489,2.270314,2.808332
Finland,2013,-0.5240724,5.33733,0.9821928,1.478288
