Year,Country,Health Care Rank,Health Care Index,Health Care Exp. Index
2022.06,Kuwait,62,58.95,105.24
2022.06,Oman,63,58.23,103.46
2022.06,Brazil,64,57.89,102.97
2022.06,Nepal,65,57.56,101.17
2022.06,Tunisia,66,57.26,100.45
2022.06,Greece,67,57.24,101.73
2022.06,Puerto Rico,68,56.93,103.43
2022.06,Bulgaria,69,56.82,100.82
2022.06,Romania,70,56.51,99.67
2022.06,Peru,71,55.83,97.57
2022.06,Armenia,72,55.74,97.91
2022.06,North Macedonia,73,55.62,99.35
2022.06,Dominican Republic,74,55.55,97.31
2022.06,Bosnia And Herzegovina,75,55.26,98.64
2022.06,Ukraine,76,55.22,96.67
2022.06,Poland,77,54.57,96.65
2022.06,Georgia,78,54.49,94.72
2022.06,Hungary,79,54.27,97.34
2022.06,Cyprus,80,54.12,94.12
2022.06,Algeria,81,53.9,97.64
2022.06,Trinidad And Tobago,82,53.79,99.03
2022.06,Serbia,83,52.42,94.07
2022.06,Iran,84,52.31,91
2022.06,Ireland,85,52.03,94.61
2022.06,Albania,86,49.61,86.11
2022.06,Cambodia,87,49.43,87.42
2022.06,Nigeria,88,48.49,83.69
2022.06,Egypt,89,47.41,81.53
2022.06,Azerbaijan,90,46.56,80.94
2022.06,Morocco,91,46.37,79.35
2022.06,Belarus,92,46.14,81.32
2022.06,Iraq,93,44.27,75.51
2022.06,Bangladesh,94,41.74,71.24
2022.06,Venezuela,95,39.15,68.34
2022.06,Malta,96,38.24,63.44
2023.01,Taiwan (China),1,85.9,157.8
2023.01,South Korea,2,83,152
2023.01,Japan,3,80.3,146.4
2023.01,France,4,79.4,145.3
2023.01,Denmark,5,79.2,145.8
2023.01,Spain,6,77.9,143.3
2023.01,Thailand,7,77.9,142
2023.01,Austria,8,77.2,140.7
2023.01,Netherlands,9,77.1,140.7
2023.01,Finland,10,77.1,140.6
2023.01,Norway,11,76.7,140.3
2023.01,Czech Republic,12,75.5,138.6
2023.01,Australia,13,75.3,136.9
2023.01,Belgium,14,75.2,136.4
2023.01,Luxembourg,15,75,136
2023.01,Switzerland,16,74.5,139.3
2023.01,United Kingdom,17,74.1,136
2023.01,Estonia,18,74.1,135.8
2023.01,Qatar,19,73.8,134.3
2023.01,Israel,20,73.5,134.5
2023.01,Lithuania,21,73.2,132.9
2023.01,Mexico,22,72.5,130.8
2023.01,Sri Lanka,23,72,130.1
2023.01,Germany,24,71.9,130.7
2023.01,Portugal,25,71.5,129.9
2023.01,New Zealand,26,71,128.7
2023.01,Turkey,27,71,127.8
2023.01,Singapore,28,70.9,131.4
2023.01,Canada,29,70.4,129.2
2023.01,Malaysia,30,70,126.1
2023.01,United Arab Emirates,31,69.6,128.1
2023.01,Ecuador,32,69.5,124.6
2023.01,Argentina,33,68.9,124.8
2023.01,Sweden,34,68.6,125.6
2023.01,United States,35,68.6,126
2023.01,Uruguay,36,68.4,123.6
2023.01,Colombia,37,67.9,121.9
2023.01,Philippines,38,67.8,121.4
2023.01,Guatemala,39,67.5,120.6
2023.01,China,40,67.5,121.2
2023.01,Iceland,41,67,122.2
2023.01,Italy,42,66.3,120.1
2023.01,Hong Kong (China),43,65.8,119.5
2023.01,Slovenia,44,65.3,120.5
2023.01,India,45,65.1,116.3
2023.01,Jordan,46,64.9,116.7
2023.01,Chile,47,64.4,117.1
2023.01,Croatia,48,63.9,116.6
2023.01,South Africa,49,63.7,114.8
2023.01,Lebanon,50,63.2,117.8
2023.01,Costa Rica,51,63.1,113.7
2023.01,Latvia,52,62.4,111.8
2023.01,Kenya,53,61.8,109.7
2023.01,Saudi Arabia,54,61.2,109.1
2023.01,Panama,55,61,108.2
2023.01,Indonesia,56,60.5,107.4
2023.01,Slovakia,57,60.1,108.6
2023.01,Kazakhstan,58,59.9,105.8
2023.01,Russia,59,59.7,105.8
2023.01,Kuwait,60,59.7,106.7
2023.01,Pakistan,61,59.5,105.2
2023.01,Vietnam,62,59.3,103.9
2023.01,Oman,63,58.2,103.6
2023.01,Brazil,64,58.2,103.5
2023.01,Poland,65,57.6,102.6
2023.01,Greece,66,57.5,102.1
2023.01,Puerto Rico,67,57.3,104.1
2023.01,Tunisia,68,57.1,100.2
2023.01,Nepal,69,57,100.2
2023.01,Bulgaria,70,56.7,100.6
2023.01,Romania,71,56.5,99.7
2023.01,Peru,72,55.9,97.8
2023.01,Dominican Republic,73,55.5,97.3
2023.01,North Macedonia,74,55.3,98.7
2023.01,Ukraine,75,55.2,96.8
2023.01,Bosnia And Herzegovina,76,54.9,98
2023.01,Georgia,77,54.8,95.5
2023.01,Cyprus,78,54.7,95.3
2023.01,Hungary,79,54.4,97.6
2023.01,Algeria,80,53.6,97.1
2023.01,Trinidad And Tobago,81,53.4,98.5
2023.01,Iran,82,52.3,91
2023.01,Serbia,83,52.2,93.6
2023.01,Ireland,84,51.8,94.2
2023.01,Albania,85,49.6,86.3
2023.01,Nigeria,86,48.5,83.7
2023.01,Egypt,87,47.6,81.8
2023.01,Belarus,88,47.1,83
2023.01,Azerbaijan,89,46.8,81.4
2023.01,Morocco,90,45.8,78.2
2023.01,Malta,91,45.4,77.3
2023.01,Iraq,92,43.5,73.9
2023.01,Bangladesh,93,42.3,72.3
2023.01,Venezuela,94,39.3,68.6
